"","Starhill_Accession_number","Longitude","Latitude","Species_Name","Genus","Species","Subspecific","Parentage","Year_Died","New_Compartment","Old_Compartment","Lot","Year_Outplanted","red_oak_t","white_oak_t","intermediate_oaks_t","cerris_oaks_t","Section"
"146","2010-083",-89.80238255,39.93295236,"Quercus alba","Quercus","alba"," 'Gatton Grave'","","","A6","OOOA",1,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"147","2006-042",-89.80236663,39.93308555,"Quercus alba","Quercus","alba","","Wye Oak F2","","A5","OOA",4,"2006",FALSE,TRUE,FALSE,FALSE,"white_oak"
"148","2012-066",-89.80226839,39.93240788,"Quercus alba","Quercus","alba"," 'Gatton Grave'","","","A7","OOOOA",1,"2012",FALSE,TRUE,FALSE,FALSE,"white_oak"
"149","1900-039",-89.80223235,39.93537641,"Quercus alba","Quercus","alba","","","","A2","AA",9,"spontaneous",FALSE,TRUE,FALSE,FALSE,"white_oak"
"150","2007-031",-89.8022041,39.93309134,"Quercus alba","Quercus","alba",""," 'Late Nut' F2","","A5","OOA",5,"2007",FALSE,TRUE,FALSE,FALSE,"white_oak"
"151","2007-030",-89.80212774,39.93286452,"Quercus alba","Quercus","alba",""," 'Late Nut' F2","","A6","OOOA",5,"2007",FALSE,TRUE,FALSE,FALSE,"white_oak"
"152","2009-156",-89.80206667,39.93291667,"Quercus alba","Quercus","alba","Gudgel Oak","","","A6","OOOA",6,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"153","2016-019",-89.80196949,39.93212147,"Quercus alba","Quercus","alba"," 'Pathfinder'","","","A7","OOOOA",1,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"154","2009-158",-89.80195818,39.93286628,"Quercus alba","Quercus","alba","","","","A6","OOOA",7,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"155","2019-011",-89.80195,39.93196,"Quercus alba","Quercus","alba","Pathfinder'","","","A7","OOOOA",2,"2019",FALSE,TRUE,FALSE,FALSE,"white_oak"
"156","2014-065",-89.80173094,39.93272874,"Quercus alba","Quercus","alba"," ""Golf Course""","","","A6","OOOA",10,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"157","2014-066",-89.80168124,39.93267828,"Quercus alba","Quercus","alba"," 'Gatton Grave'","","","B6","OOOB",1,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"158","1992-022",-89.80161033,39.93477182,"Quercus alba","Quercus","alba","","","","B3","B",1,"1992",FALSE,TRUE,FALSE,FALSE,"white_oak"
"159","2002-020",-89.80126088,39.93393003,"Quercus alba","Quercus","alba"," 'Jasper'","","","B4","OB",1,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"160","2002-021",-89.80121931,39.9341519,"Quercus alba","Quercus","alba","","Lincoln Vault Oak","","B4","OB",3,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"161","1995-015",-89.80225531,39.93492069,"Quercus aliena","Quercus","aliena","","","","A2","AA",1,"1995",FALSE,TRUE,FALSE,FALSE,"white_oak"
"162","2006-043",-89.80153464,39.93316988,"Quercus aliena","Quercus","aliena","","","","B5","OOB",2,"2006",FALSE,TRUE,FALSE,FALSE,"white_oak"
"163","2007-032",-89.8013789,39.9331993,"Quercus aliena","Quercus","aliena","","","","B5","OOB",2,"2007",FALSE,TRUE,FALSE,FALSE,"white_oak"
"164","2018-016",-89.80122526,39.93204494,"Quercus aliena","Quercus","aliena","","","","B7","OOOOB",3,"2018",FALSE,TRUE,FALSE,FALSE,"white_oak"
"165","2000-017",-89.80115896,39.93412944,"Quercus aliena","Quercus","aliena","","","","B4","OB",1,"2000",FALSE,TRUE,FALSE,FALSE,"white_oak"
"166","1996-019",-89.80144,39.935704,"Quercus arizonica","Quercus","arizonica","","","","Oak Street","Oak Street",1,"1996",FALSE,TRUE,FALSE,FALSE,"white_oak"
"167","2000-018",-89.80117824,39.9340566,"Quercus arkansana","Quercus","arkansana","","","","B4","OB",1,"2000",TRUE,FALSE,FALSE,FALSE,"red_oak"
"168","2010-085",-89.80076719,39.93460125,"Quercus arkansana","Quercus","arkansana","","","","C3","C",3,"2010",TRUE,FALSE,FALSE,FALSE,"red_oak"
"169","2001-028",-89.80028515,39.93594093,"Quercus arkansana","Quercus","arkansana","","","","C1","CCC",2,"2001",TRUE,FALSE,FALSE,FALSE,"red_oak"
"170","2002-022",-89.80008968,39.93611075,"Quercus arkansana","Quercus","arkansana","","","","D1","DDD",2,"2002",TRUE,FALSE,FALSE,FALSE,"red_oak"
"171","2006-044",-89.80229957,39.93325395,"Quercus austrina","Quercus","austrina","","","","A5","OOA",1,"2006",FALSE,TRUE,FALSE,FALSE,"white_oak"
"172","2005-048",-89.80229102,39.93321581,"Quercus austrina","Quercus","austrina","","","","A5","OOA",1,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"173","2009-159",-89.80224308,39.93264198,"Quercus austrina","Quercus","austrina","","","","A6","OOOA",2,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"174","2005-049",-89.80224056,39.93315856,"Quercus austrina","Quercus","austrina","","","","A5","OOA",1,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"175","2010-087",-89.80150622,39.93275682,"Quercus baronii","Quercus","baronii","","","2011","","OOOB",1,"2010",FALSE,FALSE,FALSE,FALSE,NA
"176","2013-082",-89.80144,39.935704,"Quercus baronii","Quercus","baronii","","","","Oak Street","Oak Street",2,"2013",FALSE,FALSE,FALSE,FALSE,NA
"177","1982-027",-89.80233343,39.9351299,"Quercus bicolor","Quercus","bicolor","","","","A2","AA",1,"1982",FALSE,TRUE,FALSE,FALSE,"white_oak"
"178","1992-023",-89.80230988,39.93502622,"Quercus bicolor","Quercus","bicolor","","","","A2","AA",2,"1992",FALSE,TRUE,FALSE,FALSE,"white_oak"
"179","2000-019",-89.79825337,39.93596331,"Quercus bicolor","Quercus","bicolor","","","","F1","FFF",3,"2000",FALSE,TRUE,FALSE,FALSE,"white_oak"
"180","1997-045",-89.79849695,39.93571789,"Quercus bicolor × muehlenbergii","Quercus","","","bicolor × muehlenbergii F2","","F1","FFF",1,"1997",FALSE,FALSE,FALSE,FALSE,NA
"181","1998-039",-89.7984501,39.93575301,"Quercus bicolor × muehlenbergii","Quercus","","","bicolor × muehlenbergii F2","","F1","FFF",2,"1998",FALSE,FALSE,FALSE,FALSE,NA
"182","2000-055",-89.79841506,39.93578243,"Quercus bicolor × muehlenbergii","Quercus","","","bicolor × muehlenbergii F2","","F1","FFF",3,"2000",FALSE,FALSE,FALSE,FALSE,NA
"183","2005-050",-89.80235288,39.93327306,"Quercus boyntonii","Quercus","boyntonii","","","","A5","OOA",1,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"184","2006-045",-89.80111672,39.93548119,"Quercus boyntonii","Quercus","boyntonii","","","","Oak Street","Oak Street",1,"2006",FALSE,TRUE,FALSE,FALSE,"white_oak"
"185","2016-093",-89.80144,39.935704,"Quercus brantii","Quercus","brantii","","","","Oak Street","Oak Street",3,"2016",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"186","2017-073",-89.80144,39.935704,"Quercus brantii","Quercus","brantii","","","","Oak Street","Oak Street",4,"2017",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"187","2017-023",-89.80226998,39.9322135,"Quercus buckleyi","Quercus","buckleyi","","","","A7","OOOOA",5,"2017",TRUE,FALSE,FALSE,FALSE,"red_oak"
"188","2011-029",-89.80176631,39.93263913,"Quercus buckleyi","Quercus","buckleyi","","","","A6","OOOA",4,"2011",TRUE,FALSE,FALSE,FALSE,"red_oak"
"189","1997-034",-89.80085956,39.93414729,"Quercus buckleyi","Quercus","buckleyi","","","","C4","OC",1,"2000",TRUE,FALSE,FALSE,FALSE,"red_oak"
"190","2000-021",-89.80056667,39.93483333,"Quercus buckleyi","Quercus","buckleyi","","","","C3","C",1,"2000",TRUE,FALSE,FALSE,FALSE,"red_oak"
"191","2001-029",-89.80023393,39.93596516,"Quercus buckleyi","Quercus","buckleyi","","","","C1","CCC",3,"2001",TRUE,FALSE,FALSE,FALSE,"red_oak"
"192","1994-022",-89.80144,39.935704,"Quercus calliprinos","Quercus","calliprinos","","","","Oak Street","Oak Street",1,"1994",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"193","2006-046",-89.80163723,39.93329334,"Quercus canariensis","Quercus","canariensis","","","","B5","OOB",2,"2006",FALSE,FALSE,FALSE,FALSE,NA
"194","1999-018",-89.80144,39.935704,"Quercus canariensis","Quercus","canariensis","","","","Oak Street","Oak Street",2,"1999",FALSE,FALSE,FALSE,FALSE,NA
"195","2001-032",-89.80144,39.935704,"Quercus canariensis","Quercus","canariensis","","","","Oak Street","Oak Street",4,"2001",FALSE,FALSE,FALSE,FALSE,NA
"196","1991-019",-89.80144,39.935704,"Quercus canbyi","Quercus","canbyi","","","","Oak Street","Oak Street",2,"1991",TRUE,FALSE,FALSE,FALSE,"red_oak"
"197","1999-020",-89.80144,39.935704,"Quercus canbyi","Quercus","canbyi","","","","Oak Street","Oak Street",4,"1999",TRUE,FALSE,FALSE,FALSE,"red_oak"
"198","2000-022",-89.80144,39.935704,"Quercus canbyi","Quercus","canbyi","","","","Oak Street","Oak Street",3,"2000",TRUE,FALSE,FALSE,FALSE,"red_oak"
"199","2006-047",-89.80068647,39.93519561,"Quercus canbyi","Quercus","canbyi","","","","C2","CC",1,"2006",TRUE,FALSE,FALSE,FALSE,"red_oak"
"200","2004-032",-89.80171116,39.93341479,"Quercus castaneifolia","Quercus","castaneifolia","","","","B5","OOB",3,"2004",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"201","2005-051",-89.80168853,39.93346903,"Quercus castaneifolia","Quercus","castaneifolia","","","","B5","OOB",3,"2005",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"202","2006-048",-89.80164117,39.93322712,"Quercus castaneifolia","Quercus","castaneifolia","","Kew F2","","B5","OOB",4,"2006",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"203","2016-020",-89.80155786,39.93217654,"Quercus castaneifolia","Quercus","castaneifolia","","","","B7","OOOOB",6,"2016",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"204","2015-083",-89.80151159,39.93217411,"Quercus castaneifolia","Quercus","castaneifolia","","× cerris?","","B7","OOOOB",5,"2015",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"205","2000-023",-89.80093315,39.93397353,"Quercus castaneifolia","Quercus","castaneifolia",""," 'Greenspire' F2","","B4","OB",1,"2000",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"206","2004-034",-89.80154403,39.93352669,"Quercus cerris","Quercus","cerris","","","","B5","OOB",5,"2004",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"207","2007-033",-89.80153975,39.93338244,"Quercus cerris","Quercus","cerris",""," 'Wodan' F2","","B5","OOB",1,"2007",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"208","2005-053",-89.80145333,39.93341245,"Quercus cerris","Quercus","cerris","","","","B5","OOB",7,"2005",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"209","2003-023",-89.80130296,39.9335546,"Quercus cerris","Quercus","cerris","","","","B5","OOB",5,"2003",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"210","2018-017",-89.80128419,39.93197864,"Quercus cerris","Quercus","cerris","","","","B7","OOOOB",9,"2018",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"211","2001-033",-89.80091773,39.93389013,"Quercus cerris","Quercus","cerris","","","","B4","OB",4,"2001",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"212","1995-016",-89.80144,39.935704,"Quercus chapmanii","Quercus","chapmanii","","","","Oak Street","Oak Street",1,"1995",FALSE,TRUE,FALSE,FALSE,"white_oak"
"213","1982-028",-89.80221525,39.93510056,"Quercus chenii","Quercus","chenii","","","","A2","AA",1,"1982",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"214","2017-075",-89.80144,39.935704,"Quercus coccifera","Quercus","coccifera","calliprinos","","","Oak Street","Oak Street",1,"2017",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"215","2003-024",-89.80034659,39.93506989,"Quercus coccinea","Quercus","coccinea","","","","C2","CC",2,"2003",TRUE,FALSE,FALSE,FALSE,"red_oak"
"216","2001-035",-89.80020158,39.93600707,"Quercus coccinea","Quercus","coccinea","","","","D1","DDD",1,"2001",TRUE,FALSE,FALSE,FALSE,"red_oak"
"217","2002-023",-89.80016629,39.93601386,"Quercus coccinea","Quercus","coccinea","","","","D1","DDD",5,"2002",TRUE,FALSE,FALSE,FALSE,"red_oak"
"218","2011-085",-89.80144,39.935704,"Quercus corrugata","Quercus","corrugata","","","","Oak Street","Oak Street",1,"2011",FALSE,FALSE,FALSE,FALSE,NA
"219","2011-086",-89.80144,39.935704,"Quercus corrugata","Quercus","corrugata","","","","Oak Street","Oak Street",1,"2011",FALSE,FALSE,FALSE,FALSE,NA
"220","2011-087",-89.80144,39.935704,"Quercus corrugata","Quercus","corrugata","","","","Oak Street","Oak Street",1,"2011",FALSE,FALSE,FALSE,FALSE,NA
"221","2014-112",-89.80144,39.935704,"Quercus crassipes","Quercus","crassipes","","","","Oak Street","Oak Street",1,"2014",TRUE,FALSE,FALSE,FALSE,"red_oak"
"222","2003-025",-89.80145233,39.93348939,"Quercus crispula","Quercus","crispula","","","","B5","OOB",3,"2003",FALSE,FALSE,FALSE,FALSE,NA
"223","2002-024",-89.80130682,39.9338478,"Quercus crispula","Quercus","crispula","","","","B4","OB",2,"2002",FALSE,FALSE,FALSE,FALSE,NA
"224","2006-049",-89.80175081,39.93332947,"Quercus dalechampii","Quercus","dalechampii","","","","B5","OOB",1,"2006",FALSE,TRUE,FALSE,FALSE,"white_oak"
"225","1982-029",-89.80209212,39.93509763,"Quercus dentata","Quercus","dentata","","","","A2","AA",1,"1982",FALSE,FALSE,FALSE,FALSE,NA
"226","2014-113",-89.80134361,39.93302068,"Quercus dentata","Quercus","dentata"," 'Pinnatifida'","","","B6","OOOB",3,"2014",FALSE,FALSE,FALSE,FALSE,NA
"227","2015-016",-89.80129885,39.93261307,"Quercus dentata","Quercus","dentata","","","","B6","OOOB",4,"2015",FALSE,FALSE,FALSE,FALSE,NA
"228","1997-035",-89.80107615,39.93412298,"Quercus dentata","Quercus","dentata","","","","B4","OB",3,"1997",FALSE,FALSE,FALSE,FALSE,NA
"229","1995-017",-89.80077473,39.93441794,"Quercus dentata","Quercus","dentata"," 'Pinnatifida'","","","C3","C",1,"1995",FALSE,FALSE,FALSE,FALSE,NA
"230","2020-017",39.93201108,-89.80154607,"Quercus dentata","Quercus","dentata","","","","","",5,"",FALSE,FALSE,FALSE,FALSE,NA
"231","1994-025",-89.80239722,39.93525093,"Quercus ellipsoidalis","Quercus","ellipsoidalis","","","","A2","AA",1,"1994",TRUE,FALSE,FALSE,FALSE,"red_oak"
"232","2009-161",-89.80225,39.93283333,"Quercus ellipsoidalis","Quercus","ellipsoidalis","","","","A6","OOOA",5,"2009",TRUE,FALSE,FALSE,FALSE,"red_oak"
"233","2010-092",-89.8017876,39.93267358,"Quercus ellipsoidalis","Quercus","ellipsoidalis","","","","A6","OOOA",7,"2010",TRUE,FALSE,FALSE,FALSE,"red_oak"
"234","2003-026",-89.80026687,39.93505455,"Quercus ellipsoidalis","Quercus","ellipsoidalis","","","","C2","CC",4,"2003",TRUE,FALSE,FALSE,FALSE,"red_oak"
"235","2001-038",-89.80024039,39.93604084,"Quercus ellipsoidalis","Quercus","ellipsoidalis","","","","D1","DDD",2,"2001",TRUE,FALSE,FALSE,FALSE,"red_oak"
"236","1982-030",-89.80217376,39.93509168,"Quercus fabrei","Quercus","fabrei","","","","A2","AA",1,"1982",FALSE,TRUE,FALSE,FALSE,"white_oak"
"237","1999-026",-89.80144,39.935704,"Quercus fabrei","Quercus","fabrei","","","","Oak Street","Oak Street",2,"1999",FALSE,TRUE,FALSE,FALSE,"white_oak"
"238","1995-018",-89.80235749,39.93495287,"Quercus faginea","Quercus","faginea","faginea","","","A2","AA",1,"1995",FALSE,TRUE,FALSE,FALSE,"white_oak"
"239","2013-089",-89.80144,39.935704,"Quercus faginea","Quercus","faginea","alpestris","","","Oak Street","Oak Street",1,"2013",FALSE,TRUE,FALSE,FALSE,"white_oak"
"240","2013-090",-89.80144,39.935704,"Quercus faginea","Quercus","faginea","alpestris","","","Oak Street","Oak Street",1,"2013",FALSE,TRUE,FALSE,FALSE,"white_oak"
"241","1998-026",-89.80144,39.935704,"Quercus faginea","Quercus","faginea","faginea","","","Oak Street","Oak Street",3,"1998",FALSE,TRUE,FALSE,FALSE,"white_oak"
"242","2015-017",-89.80137739,39.93258088,"Quercus faginea","Quercus","faginea","alpestris","","","B6","OOOB",2,"2015",FALSE,TRUE,FALSE,FALSE,"white_oak"
"243","2012-051",-89.8013582,39.93241508,"Quercus faginea","Quercus","faginea","faginea","F2","","B7","OOOOB",6,"2012",FALSE,TRUE,FALSE,FALSE,"white_oak"
"244","1994-026",-89.80232907,39.93530349,"Quercus falcata","Quercus","falcata","","","","A2","AA",4,"1994",TRUE,FALSE,FALSE,FALSE,"red_oak"
"245","2010-093",-89.80194259,39.93282613,"Quercus falcata","Quercus","falcata","","","","A6","OOOA",6,"2010",TRUE,FALSE,FALSE,FALSE,"red_oak"
"246","2002-026",-89.80091496,39.93385459,"Quercus falcata","Quercus","falcata","","","","B4","OB",5,"2002",TRUE,FALSE,FALSE,FALSE,"red_oak"
"247","1982-031",-89.80237618,39.93516385,"Quercus frainetto","Quercus","frainetto","","","","A2","AA",1,"1982",FALSE,FALSE,FALSE,FALSE,NA
"248","2005-107",-89.8013333,39.93367916,"Quercus frainetto","Quercus","frainetto","","","","B4","OB",3,"2005",FALSE,FALSE,FALSE,FALSE,NA
"249","2018-018",-89.80128796,39.93207109,"Quercus frainetto","Quercus","frainetto","","","","B7","OOOOB",4,"2018",FALSE,FALSE,FALSE,FALSE,NA
"250","2020-018",39.93192077,-89.80143738,"Quercus frainetto","Quercus","frainetto","","","","","",4,"",FALSE,FALSE,FALSE,FALSE,NA
"251","2005-108",-89.80144,39.935704,"Quercus fusiformis","Quercus","fusiformis","","","","Oak Street","Oak Street",2,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"252","2002-027",-89.80125,39.93538333,"Quercus fusiformis","Quercus","fusiformis","","","","Oak Street","Oak Street",1,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"253","2008-044",-89.80198333,39.93303333,"Quercus gambelii","Quercus","gambelii","","","","A6","OOOA",11,"2008",FALSE,TRUE,FALSE,FALSE,"white_oak"
"254","2008-043",-89.80196667,39.93301667,"Quercus gambelii","Quercus","gambelii","","","","A6","OOOA",12,"2008",FALSE,TRUE,FALSE,FALSE,"white_oak"
"255","2015-018",-89.80193772,39.93224921,"Quercus gambelii","Quercus","gambelii","","","","A7","OOOOA",15,"2015",FALSE,TRUE,FALSE,FALSE,"white_oak"
"256","2019-063",-89.80144,39.9357,"Quercus geminata","Quercus","geminata","","","","Oak Street","Oak Street",3,"2019",FALSE,TRUE,FALSE,FALSE,"white_oak"
"257","1994-029",-89.80209421,39.9348279,"Quercus georgiana","Quercus","georgiana","","","","A3","A",2,"1994",TRUE,FALSE,FALSE,FALSE,"red_oak"
"258","1994-030",-89.80204962,39.93484743,"Quercus georgiana","Quercus","georgiana","","","","A3","A",1,"1994",TRUE,FALSE,FALSE,FALSE,"red_oak"
"259","2006-081",-89.80234869,39.9332283,"Quercus georgiana × coccinea","Quercus","","","georgiana (f) × coccinea F1","","A5","OOA",1,"2006",FALSE,FALSE,FALSE,FALSE,NA
"260","2006-051",-89.80144,39.935704,"Quercus germana","Quercus","germana","","","","Oak Street","Oak Street",1,"2006",FALSE,FALSE,FALSE,FALSE,NA
"261","2011-091",-89.80144,39.935704,"Quercus germana","Quercus","germana","","","","Oak Street","Oak Street",2,"2011",FALSE,FALSE,FALSE,FALSE,NA
"262","2018-055",-89.80144,39.935704,"Quercus glauca","Quercus","glauca","","","","Oak Street","Oak Street",3,"2018",FALSE,FALSE,FALSE,FALSE,NA
"263","2018-056",-89.80144,39.935704,"Quercus glauca","Quercus","glauca","","","","Oak Street","Oak Street",3,"2018",FALSE,FALSE,FALSE,FALSE,NA
"264","2016-099",89.801436,39.935728,"Quercus glauca","Quercus","glauca","annelata","","","Oak Street","Oak Street",1,"2016",FALSE,FALSE,FALSE,FALSE,NA
"265","1996-021",-89.80144,39.935704,"Quercus graciliformis","Quercus","graciliformis","","","","Oak Street","Oak Street",1,"1996",TRUE,FALSE,FALSE,FALSE,"red_oak"
"266","2016-100",89.801436,39.935728,"Quercus graciliformis","Quercus","graciliformis","","","","Oak Street","Oak Street",2,"2016",TRUE,FALSE,FALSE,FALSE,"red_oak"
"267","2016-101",89.801436,39.935728,"Quercus graciliformis","Quercus","graciliformis","","","","Oak Street","Oak Street",3,"2016",TRUE,FALSE,FALSE,FALSE,"red_oak"
"268","2000-026",-89.80144,39.935704,"Quercus gravesii","Quercus","gravesii","","","","Oak Street","Oak Street",3,"2000",TRUE,FALSE,FALSE,FALSE,"red_oak"
"269","2006-052",-89.80144,39.935704,"Quercus gravesii","Quercus","gravesii","","","","Oak Street","Oak Street",2,"2006",TRUE,FALSE,FALSE,FALSE,"red_oak"
"270","2005-057",-89.80069536,39.93519218,"Quercus gravesii","Quercus","gravesii","","","","C2","CC",1,"2005",TRUE,FALSE,FALSE,FALSE,"red_oak"
"271","2009-165",-89.80020359,39.93480485,"Quercus gravesii","Quercus","gravesii","","","","C3","C",2,"2009",TRUE,FALSE,FALSE,FALSE,"red_oak"
"272","1999-028",-89.80144,39.935704,"Quercus griffithii","Quercus","griffithii","","","","Oak Street","Oak Street",2,"1999",FALSE,TRUE,FALSE,FALSE,"white_oak"
"273","2006-054",-89.80144,39.935704,"Quercus griffithii","Quercus","griffithii","","","","Oak Street","Oak Street",1,"2006",FALSE,TRUE,FALSE,FALSE,"white_oak"
"274","1992-026",-89.80144,39.935704,"Quercus grisea","Quercus","grisea","","","","Oak Street","Oak Street",2,"1992",FALSE,TRUE,FALSE,FALSE,"white_oak"
"275","2013-092",-89.80144,39.935704,"Quercus grisea","Quercus","grisea","","","","Oak Street","Oak Street",3,"2013",FALSE,TRUE,FALSE,FALSE,"white_oak"
"276","2009-166",-89.80153333,39.93283333,"Quercus haas","Quercus","haas","","","","B6","OOOB",2,"2009",FALSE,FALSE,FALSE,FALSE,NA
"277","2008-045",-89.80141667,39.93298333,"Quercus haas","Quercus","haas","","","","B6","OOOB",2,"2008",FALSE,FALSE,FALSE,FALSE,NA
"278","2010-095",-89.80135778,39.9328118,"Quercus haas","Quercus","haas","","","","B6","OOOB",2,"2010",FALSE,FALSE,FALSE,FALSE,NA
"279","2004-036",-89.8012722,39.93326065,"Quercus haas","Quercus","haas","","","","B5","OOB",1,"2004",FALSE,FALSE,FALSE,FALSE,NA
"280","2007-035",-89.80122568,39.93334657,"Quercus haas","Quercus","haas","","","","B5","OOB",2,"2007",FALSE,FALSE,FALSE,FALSE,NA
"281","2004-037",-89.80104882,39.93324221,"Quercus haas","Quercus","haas","","","","B5","OOB",1,"2004",FALSE,FALSE,FALSE,FALSE,NA
"282","1993-013",-89.80225196,39.9349895,"Quercus hartwissiana","Quercus","hartwissiana","","","2013","A2","AA",1,"1993",FALSE,TRUE,FALSE,FALSE,"white_oak"
"283","2005-059",-89.800683,39.93519,"Quercus havardii","Quercus","havardii","","","","C2","CC",2,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"284","2014-114",-89.80144,39.935704,"Quercus hirtifolia","Quercus","hirtifolia","","","","Oak Street","Oak Street",1,"2014",TRUE,FALSE,FALSE,FALSE,"red_oak"
"285","1995-040",-89.80235062,39.93493368,"Quercus pyrenaica × robur","Quercus","","","pyrenaica × robur(m) F1","","A2","AA",1,"1995",FALSE,FALSE,FALSE,FALSE,NA
"286","2017-032",-89.80233503,39.932171,"Quercus alba ×  lyrata","Quercus",""," ""Airport""","alba ×  lyrata","","A7","OOOOA",1,"2017",FALSE,FALSE,FALSE,FALSE,NA
"287","2012-031",-89.80227493,39.93246563,"Quercus oglethorpensis × stellata","Quercus","","","oglethorpensis × stellata","","A6","OOOA",1,"2012",FALSE,FALSE,FALSE,FALSE,NA
"288","2004-074",-89.80217937,39.9336515,"Quercus laceyi × stellata","Quercus","","","laceyi (f) × stellata F1","","A5","OOA",1,"2004",FALSE,FALSE,FALSE,FALSE,NA
"289","2017-059",-89.80214727,39.93199222,"Quercus coccinea × falcata","Quercus","","","coccinea × falcata","","A7","OOOOA",1,"2017",FALSE,FALSE,FALSE,FALSE,NA
"290","2007-045",-89.80214057,39.93321212,"Quercus michauxii × macrocarpa","Quercus","","","michauxii × macrocarpa","","A5","OOA",1,"2007",FALSE,FALSE,FALSE,FALSE,NA
"291","2006-084",-89.80210972,39.93363046,"Quercus muehlenbergii × stellata","Quercus","","","muehlenbergii × stellata F2","","A5","OOA",1,"2006",FALSE,FALSE,FALSE,FALSE,NA
"292","2017-060",-89.80210109,39.93194126,"Quercus coccinea × pagoda","Quercus","","","coccinea × pagoda","","A7","OOOOA",1,"2017",FALSE,FALSE,FALSE,FALSE,NA
"293","2006-088",-89.80207921,39.93338965,"Quercus michauxii × macrocarpa","Quercus","","","michauxii × macrocarpa","","A5","OOA",1,"2006",FALSE,FALSE,FALSE,FALSE,NA
"294","2010-126",-89.80206027,39.93266386,"Quercus prinoides × virginiana","Quercus","","","prinoides × virginiana","","A6","OOOA",1,"2010",FALSE,FALSE,FALSE,FALSE,NA
"295","2019-053",-89.80202,39.93308,"Quercus turbinella x macrocarpa","Quercus","","","turbinella x macrocarpa","","A5","OOA",2,"2019",FALSE,FALSE,FALSE,FALSE,NA
"296","2010-123",-89.80200436,39.932617,"Quercus austrina × stellata","Quercus","","","austrina (f) × stellata","","A6","OOOA",1,"2010",FALSE,FALSE,FALSE,FALSE,NA
"297","2010-151",-89.80198801,39.93257593,"Quercus rubra × ","Quercus","","","rubra × ?","","A6","OOOA",1,"2010",FALSE,FALSE,FALSE,FALSE,NA
"298","2008-076",-89.80198333,39.93326667,"Quercus alba × muehlenbergii","Quercus","","","prinoides × muehlenbergii","","A5","OOA",2,"2008",FALSE,FALSE,FALSE,FALSE,NA
"299","2008-074",-89.80191667,39.93293333,"Quercus bicolor × muhlenbergii","Quercus",""," 'KBCrystal'","bicolor × muhlenbergii","","A6","OOOA",1,"2008",FALSE,FALSE,FALSE,FALSE,NA
"300","2018-028",-89.80190403,39.93204754,"Quercus alba × lyrata","Quercus","","","alba × lyrata F2","","A7","OOOOA",1,"2018",FALSE,FALSE,FALSE,FALSE,NA
"301","2009-197",-89.8019,39.93285,"Quercus macrocarpa × virginiana","Quercus","","","macrocarpa × virginiana","","A6","OOOA",2,"2009",FALSE,FALSE,FALSE,FALSE,NA
"302","2003-059",-89.80179749,39.93547096,"Quercus robur","Quercus",""," 'Salfast' F2","robur 'Salicifolia' × robur 'Fastigiata'","","A2","AA",1,"2003",FALSE,TRUE,FALSE,FALSE,"white_oak"
"303","2016-035",-89.80174519,39.9320809,"Quercus palustris × shumardii","Quercus","","","palustris × shumardii","","A7","OOOOA",1,"2016",FALSE,FALSE,FALSE,FALSE,NA
"304","2015-093",-89.80174066,39.93226413,"Quercus nuttallii × rubra x shumardii","Quercus","","","nuttallii × rubra or shumardii F2","","A7","OOOOA",1,"2015",FALSE,FALSE,FALSE,FALSE,NA
"305","2016-036",-89.80171946,39.93214762,"Quercus nuttallii × rubra","Quercus","","","nuttallii × rubra","","A7","OOOOA",1,"2016",FALSE,FALSE,FALSE,FALSE,NA
