Offspring ID,Loci typed,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
UHA-0068,11,UHA-0014,12,11,0, 6.02155576211891E+0000,UHA-0264,12,11,0, 8.27473854355305E+0000, 1.40610826846134E+0000,+,11,0, 1.04560444685566E+0001, 2.49493921227782E+0000,+,
UHA-0070,12,UHA-0014,12,12,0, 9.83752565088580E+0000,UHA-0262,12,12,0, 1.02931547670387E+0001, 3.89652979872873E-0001,-,12,0, 1.03201133170314E+0001, 6.71866304778973E-0001,+,
UHA-0071,11,UHA-0014,12,11,0, 7.24432028448665E+0000,UHA-0266,11,11,0, 9.62584571458516E+0000, 3.08927430151126E+0000,+,11,0, 1.18457739051352E+0001, 1.18457739051352E+0001,*,
UHA-0075,11,UHA-0014,12,11,0, 8.27185128077143E+0000,UHA-0264,12,11,2,-3.21301999350176E+0000, 0.00000000000000E+0000,,11,2,-1.26597338504302E+0000, 0.00000000000000E+0000,,
UHA-0077,12,UHA-0014,12,12,0, 8.87117539823378E+0000,UHA-0263,12,12,0, 8.53699689864495E+0000, 0.00000000000000E+0000,,12,1, 4.05629406468029E+0000, 1.25207260133564E+0000,+,
UHA-0079,12,UHA-0014,12,12,0, 1.18925404047517E+0001,UHA-0267,12,12,0, 1.23196016165710E+0001, 1.40307814209675E+0000,+,12,0, 1.22685443958049E+0001, 6.93507908449742E-0001,+,
UHA-0080,11,UHA-0014,12,11,0, 6.83670446463635E+0000,UHA-0265,12,11,0, 9.31054817348710E+0000, 1.78870342926818E+0000,+,11,1, 8.16391707606218E+0000, 8.16391707606218E+0000,*,
UHA-0081,11,UHA-0014,12,11,0, 1.01427598469508E+0001,UHA-0262,12,11,0, 1.00070800237535E+0001, 1.05141118009626E+0000,-,11,0, 1.00108327796341E+0001, 6.77197589834567E-0001,+,
UHA-0091,13,UHA-0014,12,12,2,-4.72977451743576E+0000,UHA-0266,11,11,2,-2.82070063936426E+0000, 0.00000000000000E+0000,,11,3, 2.94580620376076E+0000, 2.94580620376076E+0000,*,
UHA-0098,12,UHA-0257,12,12,0, 8.76974306752287E+0000,UHA-0260,13,12,0, 9.09785686516668E+0000, 5.63298911737672E+0000,*,12,0, 1.31177976724420E+0001, 8.03687266543540E+0000,*,
UHA-0099,12,UHA-0257,12,12,0, 1.09937015216954E+0001,UHA-0258,11,11,0, 1.00080490922259E+0001, 1.00080490922259E+0001,*,11,0, 1.12221930400568E+0001, 1.12221930400568E+0001,*,
UHA-0101,11,UHA-0257,12,11,0, 8.11806315692314E+0000,UHA-0260,13,11,1, 3.50552706753929E+0000, 3.50552706753929E+0000,+,11,2, 1.71493651286885E+0000, 1.71493651286885E+0000,+,
UHA-0105,11,UHA-0257,12,11,0, 1.05698960235728E+0001,UHA-0258,11,11,0, 9.98999424032981E+0000, 9.98999424032981E+0000,*,11,1, 8.05572370016648E+0000, 8.05572370016648E+0000,*,
UHA-0106,12,UHA-0257,12,12,0, 1.09142748189065E+0001,UHA-0010,12,11,0, 4.97675857151822E+0000, 3.22736571315707E+0000,+,11,0, 8.85983098215560E+0000, 3.51861990524942E+0000,*,
UHA-0109,12,UHA-0257,12,12,0, 9.84678228612874E+0000,UHA-0261,13,12,0, 8.67449950426730E+0000, 8.67449950426730E+0000,*,12,0, 1.30435236721040E+0001, 1.30435236721040E+0001,*,
UHA-0111,12,UHA-0257,12,12,0, 8.38425406015846E+0000,UHA-0258,11,11,1, 5.99362632865255E+0000, 1.27452158065692E-0001,-,11,3,-2.32101158207382E+0000, 0.00000000000000E+0000,,
UHA-0112,11,UHA-0257,12,11,5,-1.77165030426658E+0001,UHA-0265,12,11,0, 9.99391546161515E+0000, 1.79820097684423E+0000,+,11,6, 3.71609399627598E+0000, 5.41844458960374E-0001,+,
UHA-0113,12,UHA-0257,12,12,3,-4.98151456448270E+0000,UHA-0260,13,12,2,-3.31041532086747E+0000, 0.00000000000000E+0000,,12,3, 4.59781660976607E+0000, 2.98982071863607E+0000,*,
UHA-0114,12,UHA-0257,12,12,0, 1.12835110496491E+0001,UHA-0260,13,12,2,-1.58598426814223E+0000, 0.00000000000000E+0000,,12,2,-3.69158618694186E-0001, 0.00000000000000E+0000,,
UHA-0123,12,UHA-0010,12,11,1, 1.62505636214930E+0000,UHA-0259,12,11,0, 7.69876510088348E+0000, 7.38745266351151E+0000,*,11,3, 1.74976494006926E+0000, 1.74976494006926E+0000,+,
UHA-0124,13,UHA-0010,12,12,0, 8.66383480113402E+0000,UHA-0259,12,12,1, 3.51894812446767E+0000, 0.00000000000000E+0000,,12,1, 4.80089409982976E+0000, 4.80089409982976E+0000,*,
UHA-0125,13,UHA-0010,12,12,0, 7.78696697929327E+0000,UHA-0261,13,13,0, 9.87867113149155E+0000, 1.46608881625792E+0000,+,13,2, 1.59811624602640E+0000, 1.65861433039427E-0001,+,
UHA-0128,13,UHA-0010,12,12,0, 7.66922883280155E+0000,UHA-0259,12,12,2,-4.71965062767485E-0001, 0.00000000000000E+0000,,12,3,-3.50598775561608E+0000, 0.00000000000000E+0000,,
UHA-0129,12,UHA-0010,12,12,0, 6.22058987108793E+0000,UHA-0259,12,12,1, 4.15883335254899E+0000, 3.02246223102457E+0000,+,12,1, 6.62375444941933E+0000, 4.90023987302001E+0000,*,
UHA-0130,12,UHA-0010,12,11,0, 7.85203545036150E+0000,UHA-0259,12,11,1, 1.73074419940642E+0000, 0.00000000000000E+0000,,11,1, 4.09231299718003E+0000, 4.09231299718003E+0000,*,
UHA-0131,13,UHA-0010,12,12,0, 8.29165712481166E+0000,UHA-0016,10,10,0, 4.99153728009362E+0000, 6.21083794705056E-0001,-,10,1, 2.38180687310336E+0000, 2.14705904184532E+0000,+,
UHA-0132,12,UHA-0010,12,11,0, 7.51604330596298E+0000,UHA-0263,12,12,0, 8.64253279132978E+0000, 2.12700499041447E+0000,+,12,3,-2.33952297364173E+0000, 0.00000000000000E+0000,,
UHA-0133,13,UHA-0010,12,12,0, 8.95162077980712E+0000,UHA-0263,12,12,0, 9.82615074102636E+0000, 4.93100022711563E+0000,*,12,2, 1.83073683984238E+0000, 1.83073683984238E+0000,+,
UHA-0137,12,UHA-0010,12,11,0, 7.85203545036150E+0000,UHA-0259,12,11,1, 1.73074419940642E+0000, 0.00000000000000E+0000,,11,1, 4.09231299718003E+0000, 4.09231299718003E+0000,*,
UHA-0138,13,UHA-0010,12,12,0, 7.02828644525822E+0000,UHA-0267,12,12,1, 1.42756859393184E+0000, 0.00000000000000E+0000,,12,3,-5.82631249638647E+0000, 0.00000000000000E+0000,,
UHA-0139,13,UHA-0010,12,12,2,-3.01637304963746E+0000,UHA-0208,12,12,4,-1.01113658375780E+0001, 0.00000000000000E+0000,,12,6,-1.04445641279053E+0001, 0.00000000000000E+0000,,
UHA-0140,13,UHA-0010,12,12,0, 7.90377065451475E+0000,UHA-0260,13,13,1, 5.30089076721873E+0000, 0.00000000000000E+0000,,13,2, 1.33353857347851E+0000, 1.33353857347851E+0000,+,
UHA-0141,13,UHA-0010,12,12,0, 7.15371532836157E+0000,UHA-0257,12,12,3,-6.36772978767416E+0000, 0.00000000000000E+0000,,12,3,-4.10530523651069E+0000, 0.00000000000000E+0000,,
UHA-0142,13,UHA-0010,12,12,0, 7.00551603168038E+0000,UHA-0257,12,12,2,-1.18602512447832E+0000, 0.00000000000000E+0000,,12,2, 5.76120605597924E-0001, 5.76120605597924E-0001,+,
UHA-0143,12,UHA-0010,12,11,0, 7.82001983886741E+0000,UHA-0259,12,11,1, 2.70358645000071E+0000, 0.00000000000000E+0000,,11,1, 5.57519416095043E+0000, 5.57519416095043E+0000,*,
UHA-0144,12,UHA-0010,12,12,0, 8.26837786472052E+0000,UHA-0259,12,12,1, 4.86845523169703E+0000, 2.88499772530558E+0000,+,12,1, 7.45684581838821E+0000, 7.45684581838821E+0000,*,
UHA-0146,11,UHA-0010,12,10,0, 7.46722888478761E+0000,UHA-0259,12,10,0, 7.30163096555195E+0000, 4.42423728661411E+0000,*,10,0, 9.90845835715558E+0000, 9.90845835715558E+0000,*,
UHA-0148,12,UHA-0012,12,12,1, 4.55008782140760E+0000,UHA-0210,11,11,2,-1.69140141088592E+0000, 0.00000000000000E+0000,,11,4,-6.41355414242677E+0000, 0.00000000000000E+0000,,
UHA-0150,12,UHA-0012,12,12,0, 7.92553744243657E+0000,UHA-0266,11,11,0, 9.61202454744591E+0000, 9.61202454744591E+0000,*,11,0, 1.21921230543735E+0001, 1.21921230543735E+0001,*,
UHA-0151,11,UHA-0012,12,11,0, 1.04464679062180E+0001,UHA-0264,12,11,2,-3.17218702130797E+0000, 0.00000000000000E+0000,,11,3,-6.27031129956551E+0000, 0.00000000000000E+0000,,
UHA-0152,13,UHA-0012,12,12,0, 6.66008211357059E+0000,UHA-0260,13,13,0, 1.09945797705503E+0001, 8.50762896589978E+0000,*,13,0, 1.44189008930074E+0001, 1.44189008930074E+0001,*,
UHA-0153,12,UHA-0012,12,12,0, 1.08079305790456E+0001,UHA-0260,13,12,1, 4.54572172461335E+0000, 4.54572172461335E+0000,*,12,1, 7.32222505364660E+0000, 7.32222505364660E+0000,*,
UHA-0154,12,UHA-0012,12,12,1, 1.99833361336832E+0000,UHA-0258,11,11,2,-1.97306784207668E+0000, 0.00000000000000E+0000,,11,2, 3.35447248628678E+0000, 3.38997947765143E-0001,+,
UHA-0155,12,UHA-0012,12,12,0, 7.84416454190980E+0000,UHA-0257,12,12,0, 7.73745570405801E+0000, 3.98370294437706E+0000,*,12,1, 7.41306740306345E+0000, 7.41306740306345E+0000,*,
UHA-0156,11,UHA-0012,12,11,1, 9.65501701378725E-0001,UHA-0269,12,11,3,-8.92581788572419E+0000, 0.00000000000000E+0000,,11,5,-1.14917717232365E+0001, 0.00000000000000E+0000,,
UHA-0157,12,UHA-0012,12,12,0, 8.53263903621821E+0000,UHA-0258,11,11,0, 9.31696109592173E+0000, 9.31696109592173E+0000,*,11,0, 1.31961162147346E+0001, 1.28556504429864E+0001,*,
UHA-0158,12,UHA-0012,12,12,0, 6.54821313769070E+0000,UHA-0267,12,12,2,-9.87810250512518E-0001, 0.00000000000000E+0000,,12,3,-3.03608495868137E+0000, 0.00000000000000E+0000,,
UHA-0159,13,UHA-0012,12,12,0, 7.91152167383332E+0000,UHA-0260,13,13,0, 9.75117614623992E+0000, 6.05164195039896E+0000,*,13,0, 1.29378909885547E+0001, 7.13347853227033E+0000,*,
UHA-0160,12,UHA-0012,12,12,0, 9.44719400149773E+0000,UHA-0257,12,12,0, 9.48274255453875E+0000, 7.45554185897732E+0000,*,12,0, 1.37742792734041E+0001, 1.37742792734041E+0001,*,
UHA-0161,13,UHA-0012,12,12,0, 7.94341158176834E+0000,UHA-0260,13,13,0, 1.00842831829820E+0001, 8.67246221812134E+0000,*,13,0, 1.35087371713414E+0001, 1.35087371713414E+0001,*,
UHA-0162,11,UHA-0012,12,11,0, 5.09178627027628E+0000,UHA-0177,13,11,0, 1.20477764106947E+0001, 9.13567934929046E+0000,*,11,0, 1.62976397090097E+0001, 1.55326866919972E+0001,*,
UHA-0163,12,UHA-0012,12,12,1, 5.50480304963674E+0000,UHA-0258,11,11,1, 3.36910535371212E+0000, 3.36910535371212E+0000,+,11,2, 5.49611475418533E+0000, 5.49611475418533E+0000,*,
UHA-0164,11,UHA-0016,10,9,0, 8.98458938335389E+0000,UHA-0264,12,11,0, 1.25926443653429E+0001, 9.58869201442063E+0000,*,11,1, 6.10921685943773E+0000, 1.13515791737236E+0000,+,
UHA-0165,11,UHA-0016,10,9,0, 5.40624168795861E+0000,UHA-0266,11,11,1, 3.36429911011012E+0000, 0.00000000000000E+0000,,11,1, 4.13261589653213E+0000, 4.13261589653213E+0000,*,
UHA-0167,11,UHA-0016,10,9,2,-6.74117828252239E+0000,UHA-0260,13,11,1, 6.49584552378079E+0000, 0.00000000000000E+0000,,11,4, 2.22233111113084E+0000, 7.88421450661841E-0001,+,
