"PlantId","ProvenanceType","SuppliedAs","ReceivedYear","CalcFullName","CalcNameSort","TradeSeries","Trademark","TrademarkRegistered","LivingAccessionDonor","Collectors","FieldNumber","CollectionDay","CollectionMonth","CollectionYear","LocalityNotes","GardenLocalityName","GardenSubarea3","GardenSubarea5","GardenSubarea4","CalcRemainingPlantQuantity","GardenSubarea1","GardenSubarea2","GardenLayout","Annotate","GardenSequence","Latitude","Longitude","HazardCode","HazardNote","CommemorationCategory","CommemorationText","CommemorationDate","CommemorationPerson","Sponsor","CommemorationNotes","Inventnote","Invcomment","Comments","Quercus_tf"
"564-2009*1","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"AZ-105","99-55","","ND",99999,41.811593,-88.049213,"","","","","","","","","","","",TRUE
"220-91*1","w","seed",1991,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",18,9,1991,"1.4-2 mi. south of Rulo in Nature Conservancy Rulo Bluffs Preserve","Lake Jopamaca","west side","",NA,1,"R-27","53-19","","T",2640,41.815676,-88.078145,"","","","","","","","","","","",TRUE
"2175-29*2","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","South Forestry Plot","north side","",NA,29,"O-84","57-13","plot","T",7720,41.815393,-88.057241,"","","","","","","","","(4 corner trees labeled)","-- go east along the north side of the swamp white oak plot --
Arborvitae                       not in catalog              10  O-82/area
Sugar Maple                  not in catalog                1  O-82/area","",TRUE
"50-2004*1","w","plant",2004,"Quercus velutina Lam.","QUERCUSVELUTINA",NA,"","","MORTON-RESEARCH","Linden, PJ van der","s.n.",14,9,1992,"along Merioneth Road","Quercus","south section","",NA,1,"G-100","86-40","","ND",2480,41.81343,-88.051185,"","","in honor of","In honor of Dr. George Ware
on his retirement from the Arboretum","","George H. Ware","","","","","From Sue Wiegrefe's research nursery - SJW-97-166-2.",TRUE
"602-2000*3","w","seed",2000,"Quercus montana Willd.","QUERCUSMONTANA",NA,"","","2000 MWPCC SE US EXPED.","","MWPCC 2000-013",12,9,2000,"at picnic area across from entrance to county road 1772 leading to Potts Mountain, Jefferson National Forest","Quercus","south section","",NA,1,"H-104","37-05","","ND",3080,41.813603,-88.049853,"","","available","","","","","","","-- cross south of trail --","",TRUE
"417-45*3","z","seed",1945,"Quercus buckleyi Nixon & Dorr","QUERCUSBUCKLEYI",NA,"","","","Deam, CC","63895",NA,NA,NA,"in Platt National Park","Rosaceae","","",NA,1,"B-58","68-94","","T",5240,41.811625,-88.066315,"","","","","","","","","","","",TRUE
"625-2008*5","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",8,10,2008,"native tree in Oak Collection, Morton Arboretum East Side","Morton East Woods","East Woods","not labeled",NA,1,"I-125","82-03","","ND",99999,41.814195,-88.042182,"","","","","","","","","","","",TRUE
"309-2017*4","w","seed",2017,"Quercus serrata Murray [1]","QUERCUSSERRATA1",NA,"","","KYOTO U. KAMIGAMO EXP. STA.","","",20,10,2016,"","Korea","","",NA,1,"R-59","18-59","","",99999,41.81588229,-88.06626856,"","","","","","","","","","","",TRUE
"212-91*1","w","seed",1991,"Quercus stellata Wangenh.","QUERCUSSTELLATA",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",16,9,1991,"in the Donnellson Unit of Shimek State Forest","Quercus","north section","",NA,1,"L-101","94-06","","ND",5380,41.814829,-88.051005,"","","","","","","","","","-- cross south of trail --","",TRUE
"479-2001*3","w","seed",2001,"Quercus stellata Wangenh.","QUERCUSSTELLATA",NA,"","","","Lenart, ME","s.n.",6,10,2001,"","Midwest","east section","",NA,1,"O-69","16-01","","T",4760,41.815141,-88.062778,"","","in memory of","In loving memory of Rod Ziegler
Beloved husband, father, friend and lover of the great outdoors. 
There is no better place to sit and think about you.
We love and miss you deeply.","10/12/2020 12:00:00 AM","Ziegler, Rod","Ziegler, Sarah","","","","",TRUE
"392-2011*2","w","seed",2011,"Quercus aliena Blume","QUERCUSALIENA",NA,"","","NACPEC 2011 SHAANXI & GANSU EXPED.","","NACPEC 2011-004",NA,NA,2011,"","Quercus","south section","",NA,1,"K-97","14-83","","ND",1840,41.814304,-88.052167,"","","","","","","","","","","",TRUE
"478-2001*4","w","seed",2001,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","","Lenart, ME","s.n.",6,10,2001,"","Firefly Pond","","",NA,1,"B-41","88-91","","ND",1120,41.811522,-88.07256,"","","","","","","","","","","",TRUE
"4-2008*5","z","graft",2008,"Quercus dentata Thunb.","QUERCUSDENTATA",NA,"","","MORTON","Bretschneider, EV","684",25,11,1882,"near Peking","Quercus","south section","",NA,1,"H-99","94-45","","ND",2340,41.813717,-88.051546,"","","","","","","","","","-- go east --","",TRUE
"343-94*3","w","seed",1994,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 1994 BEIJING EXPED.","","NACPEC BJG-038",15,9,1994,"at Yunmeng Shan (Dense Cloud Mountain), Wuling Shan Preserve","Quercus","north section","",NA,1,"M-97","13-55","","T",6840,41.814849,-88.052293,"","","","","","","","","","","Originally planted in Bobolink Meadow - Fagaceae Coll. in 2000 at I-16/82-39. Transplanted to Quercus Apr. 2001 to M-97/13-55.",TRUE
"523-2000*1","g","seed",2000,"Quercus cerris L.","QUERCUSCERRIS",NA,"","","INT. OAK SOC.","Hanlon, T","s.n.",NA,NA,NA,"Schenley Park on the edge of the Carnegie Mellon University, Pittsburgh","Europe","","",NA,1,"DD-35","14-63","","ND",5300,41.818938,-88.075195,"","","available","","","","","","","","",TRUE
"180-93*1","w","seed",1993,"Quercus robur L.","QUERCUSROBUR",NA,"","","1993 GORNO-ALTAI RUSSIA EXPED.","Linden, PJ van der","42-1 & 42-2",14,9,1993,"in the Main Botanical Garden of the Russian Academy of Sciences in Moscow","Central & Western Asia","","",NA,1,"CC-70","59-75","","ND",4340,41.819114,-88.062317,"","","","","","","","","","","Transplanted 15APR2004 from J-15/96-67 to CC-70/59-75.",TRUE
"539-96*9","w","seed",1996,"Quercus michauxii Nutt.","QUERCUSMICHAUXII",NA,"","","MORTON-STAFF","Linden, PJ van der","96-03",22,10,1996,"in picnic ground at Big Oak Tree State Park","Midwest","east section","",NA,1,"L-67","17-19","","T",5580,41.814304,-88.063408,"","","available","","","","","","","-- begin bed --","Transplanted 01APR2003 from M-64/98-30 to L-67/17-19.",TRUE
"214-2011*7","z","plant",2011,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-6","12-70","","ND",99999,41.811807,-88.085489,"","","","","","","","","","","",TRUE
"2175-29*11","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-82","82-79","","T",8720,41.816547,-88.057785,"","","","","","","","","","","",TRUE
"564-2009*22","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"C-115","62-32","","ND",99999,41.812405,-88.045665,"","","","","","","","","","","",TRUE
"852-2005*2","w","seed",2005,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 2005 GANSU EXPED.","","NACPEC 2005-001",18,9,2005,"at Xian Jia Wan","China","south section","",NA,1,"W-64","37-99","","ND",15320,41.817355,-88.064352,"","","","","","","","","","","",TRUE
"2385-26*17","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-83","38-49","","ND",8300,41.816432,-88.057523,"","","","","","","","","","","",TRUE
"27-95*3","w","seed",1995,"Quercus hartwissiana Steven [1]","QUERCUSHARTWISSIANA1",NA,"","","ISTANBUL U.","?","s.n.",5,10,1994,"on the northwest Black Sea area near Yenice Cit dere","Quercus","north section","",NA,1,"L-100","31-31","","ND",5980,41.814649,-88.051272,"","","","","","","","","","","Found to be overrooted at planting time.",TRUE
"548-82*13","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1501",22,9,1982,"in Oswego Township Cemetery","Sargent's Glade","southwest","",NA,1,"Z-19","61-09","","T",1940,41.817816,-88.081214,"","","","","","","","","","Norway spruce not in catalog 1 Z-18/area
Bitternut hickory            not in catalog               1  AA-19/area","",TRUE
"622-2008*11","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",24,9,2008,"Morton Arboretum East Woods, Lisle","Morton East Woods","East Woods","not labeled",NA,1,"M-127","06-01","","ND",99999,41.815101,-88.041496,"","","","","","","","","","","",TRUE
"564-2009*25","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"D-115","47-73","","ND",99999,41.812642,-88.045525,"","","","","","","","","","","",TRUE
"21-2012*2","z","plant",2012,"Quercus robur subsp. pedunculiflora (K.Koch) Menitsky","QUERCUSROBURPEDUNCULIFLORA",NA,"","","USDA, ARS BELTSVILLE","?","AZB-2008-092",19,9,2008,"at Khudat","Quercus","north section","",NA,1,"J-104","35-79","","ND",3900,41.814153,-88.049606,"","","","","","","","","","","",TRUE
"212-91*2","w","seed",1991,"Quercus stellata Wangenh.","QUERCUSSTELLATA",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",16,9,1991,"in the Donnellson Unit of Shimek State Forest","Quercus","north section","",NA,1,"M-101","25-04","","ND",5360,41.814914,-88.051016,"","","","","","","","","","","",TRUE
"619-2008*1","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",27,9,2008,"Baker Woods Forest Preserve","Morton East Woods","East Woods","not labeled",NA,1,"W-82","79-65","","ND",99999,41.817634,-88.057884,"","","","","","","","","","","",TRUE
"2-2015*1","w","seed",2015,"Quercus georgiana M.A.Curtis","QUERCUSGEORGIANA",NA,"","","STARHILL FOR. ARB.","Cotsonis, G","s.n.",1,4,2014,"Stone Mountain","Quercus","","",NA,1,"L-100","94-70","","ND",5400,41.81482624,-88.05113728,"","","","","","","","","","","",TRUE
"1183-2004*3","w","seed",2004,"Quercus imbricaria Michx.","QUERCUSIMBRICARIA",NA,"","","2004 MWPCC OZARK EXPED.","Trager, JC","MWPCC 2004-1&15",30,10,2004,"Shaw Nature Reserve and along I-44 roadside","Lake Jopamaca","east side","",NA,1,"S-31","52-46","","T",920,41.815987,-88.076593,"","","","","","","","","","","",TRUE
"573-40*2","w","plant",1940,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","U. KENTUCKY","?","s.n.",NA,NA,NA,"","Quercus Landscape Planting","south side","",NA,1,"K-88","87-69","","T",620,41.814421,-88.055525,"","","","","","","","","","","",TRUE
"537-82*11","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1500",13,9,1982,"near Sauk Lake in Sauk Trail Forest Preserve","Lake Jopamaca","north side","",NA,1,"P-25","54-97","","T",3260,41.815119,-88.078568,"","","in memory of","In Memory of Steve Miller","","Miller, Steve","","","","","",TRUE
"470-2013*1","w","plant",2013,"Quercus arkansana Sarg.","QUERCUSARKANSANA",NA,"","","DAWES ARB.","?","TDAAL12-055",28,9,2012,"Grimes Cemetery, n. side FR 706, just w. from jct. with FR 710, Talladega National Forest","Rare & Endangered Plants","","",NA,5,"P-58","46-74","","ND",99999,41.81540227,-88.06655712,"","","","","","","","","","","",TRUE
"223-2015*1","z","plant",2015,"Quercus turbinella Greene","QUERCUSTURBINELLA",NA,"","","TALTREE ARB. & GARD.","","",NA,NA,NA,"site not noted","Cedar Point","","",NA,NA,"T-19","21-57","","",99999,41.8160645,-88.08095807,"","","","","","","","","","","",TRUE
"333-94*2","w","seed",1994,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 1994 BEIJING EXPED.","","NACPEC BJG-027",14,9,1994,"at Yong Xiu Gou (Valley with Beautiful Clouds), Wuling Shan Preserve","Quercus","north section","",NA,1,"N-97","03-88","","T",7300,41.815098,-88.052183,"","","","","","","","","","","Transplanted from DD-34/69-66 to N-97/03-88 Sep. 2002.",TRUE
"214-2011*9","z","plant",2011,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-6","95-13","","ND",99999,41.812029,-88.085708,"","","","","","","","","","","",TRUE
"538-82*3","w","seed",1982,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1498",13,9,1982,"from above Sauk Lake in Sauk Trail Forest Preserve","Midwest","southwest section","",NA,1,"K-62","35-18","","T",3840,41.814033,-88.065234,"","","","","","","","","","","",TRUE
"333-94*8","w","seed",1994,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 1994 BEIJING EXPED.","","NACPEC BJG-027",14,9,1994,"at Yong Xiu Gou (Valley with Beautiful Clouds), Wuling Shan Preserve","Childrens Garden","Under The Trees","",NA,1,"K-54","09-25","","ND",7920,41.813888,-88.068137,"","","","","","","","","","","Transplanted 01SEP2004 from NE Asia collection to Childrens Garden.",TRUE
"2175-29*13","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-82","90-78","","T",8760,41.816568,-88.057789,"","","","","","","","","","","",TRUE
"537-82*7","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1500",13,9,1982,"near Sauk Lake in Sauk Trail Forest Preserve","Fagaceae","south section","",NA,1,"I-15","97-06","","T",420,41.813215,-88.082485,"","","in memory of","In Memory of Arthur Alexander","","Alexander, Arthur","Diaz, family and friends","","","","This plant was selected as a replacement for Q. macrocarpa 122-86 that was a memorial to Mr. & Mrs. Diaz who died in an airplane crash in 1984 at this site.",TRUE
"2385-26*11","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","South Forestry Plot","south side","",NA,1,"L-84","90-00","","ND",5440,41.81466,-88.057256,"","","","","","","","","","","",TRUE
"640-2008*9","w","seed",NA,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Bachtell, KR","s.n.",1,4,2008,"McDowell Grove Forest Preserve, Naperville","Morton West Side","Prairie Visitor Station","unlabeled section",NA,1,"R-010","86-02","","ND",1640,41.815419,-88.091772,"","","","","","","","","","","",TRUE
"2175-29*1","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","Sunfish Pond","","",NA,1,"S-35","83-78","plot","T",7000,41.816112,-88.075013,"","","","","","","","","(s.c. tree labeled)","Red oak (in forestry plot) not in catalog 2 U-36/area
-- go northwest to the west side of the retention area --","",TRUE
"587-83*4","w","seed",1983,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1543",13,9,1983,"near the Burlington Northern Railroad at Millington","Founder's Grove","northeast section","",NA,1,"JJ-32","99-31","","T",2280,41.820786,-88.076496,"","","in memory of","In Memory of Aaron Spitzer","","Spitzer, Aaron","","","","-- go west --","Moved from original site in NN-32/area east of the outpost building to JJ-32/area to avoid destruction because of parking lot construction in 1993.",TRUE
"564-2009*17","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"C-115","02-70","","ND",99999,41.812244,-88.045519,"","","","","","","","","","","",TRUE
"564-2009*13","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"B-115","44-60","","ND",99999,41.812084,-88.045548,"","","","","","","","","","","",TRUE
"210-91*2","w","seed",1991,"Quercus × fernowii Trel.","QUERCUSFERNOWII",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",16,9,1991,"in the Donnellson Unit of Shimek State Forest","Quercus","north section","",NA,1,"N-98","15-28","","T",7240,41.815135,-88.052038,"","","","","","","","","","","",TRUE
"540-96*8","w","seed",1996,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MORTON-STAFF","Linden, PJ van der","96-13",28,10,1996,"at overlook along state highway 76 near Branson in Henning State Forest","Midwest","thicket section","",NA,1,"G-66","87-70","","T",4220,41.81312,-88.063535,"","","","","","","","","","","Transplanted 01APR2003 from N-64/11-04 to G-66/87-70.",TRUE
"1137-2004*1","w","seed",2004,"Quercus stellata Wangenh.","QUERCUSSTELLATA",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-018",19,10,2004,"along I-44 and RR at Rosati","Lake Jopamaca","north side","",NA,1,"S-27","58-51","","T",2020,41.815967,-88.078041,"","","","","","","","","","-- go southeast --","",TRUE
"212-2011*10","z","plant",2011,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-3","23-10","","ND",99999,41.811803,-88.08681,"","","","","","","","","","","",TRUE
"2175-29*25","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","23-83","","T",8840,41.816659,-88.057775,"","","","","","","","","","","",TRUE
"265-90*7","w","seed",1990,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","MORTON-STAFF","?","s.n.",30,9,1990,"Pangquangou Nature Protection Area, Luliang Shan (Luliang Mountains)","China","central section","",NA,1,"BB-67","09-00","","T",10680,41.818668,-88.063673,"","","available","","","","","","","","",TRUE
"704-46*3","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Quercus","north section","",NA,1,"M-103","22-42","","T",4680,41.814927,-88.050143,"","","","","","","","","","","",TRUE
"564-2009*8","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"A-113","97-88","","ND",99999,41.811939,-88.046173,"","","","","","","","","","","",TRUE
"343-94*2","w","seed",1994,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 1994 BEIJING EXPED.","","NACPEC BJG-038",15,9,1994,"at Yunmeng Shan (Dense Cloud Mountain), Wuling Shan Preserve","Quercus","north section","",NA,1,"M-97","47-49","","T",6860,41.814941,-88.05232,"","","","","","","","","","","Originally planted in Bobolink Meadow - Fagaceae Coll. in 2000 at 1-16/51-27. Transplanted to Quercus Apr. 2001 at M-97/47-49.",TRUE
"704-46*4","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Quercus","north section","",NA,1,"M-103","44-96","","T",4700,41.814993,-88.049948,"","","","","","","","","","","",TRUE
"839-79*4","g","seed",1979,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","MORTON-STAFF","?","s.n.",NA,NA,NA,"","Sargent's Glade","south section","",NA,1,"X-20","88-95","","T",1500,41.817359,-88.080511,"","","in memory of","In Memory of Marion E. Moran","","Marion E. Moran","","","","","",TRUE
"1183-2004*1","w","seed",2004,"Quercus imbricaria Michx.","QUERCUSIMBRICARIA",NA,"","","2004 MWPCC OZARK EXPED.","Trager, JC","MWPCC 2004-1&15",30,10,2004,"Shaw Nature Reserve and along I-44 roadside","Quercus","south section","",NA,1,"K-97","35-64","","T",1820,41.814361,-88.052239,"","","in memory of","In loving memory of
Robert Lee and Charlotte Milligan
1932 - 2012/2017
Illinois farmer, homemaker
and educators.
“It takes a century for God
to make a sturdy Oak”","5/24/2022 10:16:10 AM","Gallagher, Charlotte
Milligan, Robert Lee","Gross, Elaine
Gallagher, Charlotte
Gallagher, Dan","","","","",TRUE
"2385-26*8","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","South Forestry Plot","south side","",NA,1,"K-82","94-72","","ND",5380,41.814385,-88.057714,"","","","","","","","","","","",TRUE
"184-92*2","w","seed",1992,"Quercus imbricaria Michx.","QUERCUSIMBRICARIA",NA,"","","MORTON-STAFF","Linden, PJ van der","s.n.",14,9,1992,"from a cemetery along Regan Road west of Mokena","Midwest","east section","",NA,1,"M-67","99-98","","T",5520,41.81481,-88.063141,"","","available","","","","","","","","Ball broken at planting time at J-15/62-93. Transplanted 15SEP2003 from J-15/62-93 to M-67/99-98.",TRUE
"366-2007*3","w","seed",2007,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MORTON-RESEARCH","Hipp, AL","Hipp 2995",13,9,2007,"Roberts Road, near intersection with Roelant Rd.; across street from landfill in state game area","Midwest","west section","",NA,1,"L-62","54-68","","T",6560,41.814364,-88.065065,"","","","","","","","","","","",TRUE
"704-46*12","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Rosaceae","","",NA,1,"B-67","56-29","","T",2800,41.81167,-88.063254,"","","available","","","","","","","","",TRUE
