"PlantId","ProvenanceType","SuppliedAs","ReceivedYear","CalcFullName","CalcNameSort","TradeSeries","Trademark","TrademarkRegistered","LivingAccessionDonor","Collectors","FieldNumber","CollectionDay","CollectionMonth","CollectionYear","LocalityNotes","GardenLocalityName","GardenSubarea3","GardenSubarea5","GardenSubarea4","CalcRemainingPlantQuantity","GardenSubarea1","GardenSubarea2","GardenLayout","Annotate","GardenSequence","Latitude","Longitude","HazardCode","HazardNote","CommemorationCategory","CommemorationText","CommemorationDate","CommemorationPerson","Sponsor","CommemorationNotes","Inventnote","Invcomment","Comments","Quercus_tf"
"539-2010*1","w","seed",2010,"Quercus petraea subsp. iberica (Steven ex M.Bieb.) Krassiln. [1]","QUERCUSPETRAEAIBERICA1",NA,"","","CHICAGO BG.","?","s.n.",NA,NA,NA,"","Central & Western Asia","","",NA,1,"DD-68","65-65","","ND",99999,41.819386,-88.063099,"","","","","","","","","","","",TRUE
"258-2004*3","w","seed",2004,"Quercus petraea subsp. iberica (Steven ex M.Bieb.) Krassiln. [1]","QUERCUSPETRAEAIBERICA1",NA,"","","NOVY DVUR ARB.","?","s.n.",4,11,2003,"in Jesenicke podhuri Mts. at Lhotka village, near Hranice na Morave","Quercus","south section","",NA,1,"K-96","97-62","","ND",1540,41.814522,-88.05262,"","","","","","","","","","","",TRUE
"257-2004*2","w","seed",2004,"Quercus petraea (Matt.) Liebl. [1]","QUERCUSPETRAEA1",NA,"","","NOVY DVUR ARB.","?","s.n.",4,11,2003,"in Jesenicke podhuri Mts. at Lhotka village, near Hranice na Morave","Europe","","",NA,1,"FF-36","31-33","","ND",6080,41.81954,-88.074965,"","","do not use","trunk cankers","12/7/2022 10:40:11 AM","","","","","","",TRUE
"549-82*4","w","seed",1982,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1502",22,9,1982,"in Oswego Township Cemetery","Midwest","southwest section","",NA,1,"K-60","42-72","","T",3040,41.814038,-88.06577,"","","in memory of","In Memory of Brian S. Gibbons","","Gibbons, Brian S.","Gibbons family","","","-- go northwest; begin bed; go west to east --","",TRUE
"212-2011*4","z","plant",2011,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"U-017","15-51","","ND",99999,41.815986,-88.094186,"","","","","","","","","","","",TRUE
"459-2016*2","w","plant",2016,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","BRENTON ARB.","Schmitz, AP","2014/031/162",7,10,2014,"along Chariton River floodplain","Midwest","","",NA,1,"O-69","78-00","","",99999,41.81530988,-88.06279042,"","","","","","","","","","","",TRUE
"515-2001*2","w","seed",2001,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MT. CUBA CENTER","","KB-004",2,10,2001,"along the west side of Kentucky Route 27 just north of the town of Hall","Eastern North America","Appalachia","north section",NA,1,"BB-76","85-66","","ND",3880,41.818966,-88.060142,"","","","","","","","","","","",TRUE
"333-94*9","w","seed",1994,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 1994 BEIJING EXPED.","","NACPEC BJG-027",14,9,1994,"at Yong Xiu Gou (Valley with Beautiful Clouds), Wuling Shan Preserve","Childrens Garden","Evergreen Tree Walk","",NA,1,"H-52","91-58","","ND",10860,41.813274,-88.068722,"","","","","","","","","","","Transplanted 01SEP2004 from NE Asia collection to Childrens Garden.",TRUE
"1140-2004*1","w","seed",2004,"Quercus × fernowii Trel.","QUERCUSFERNOWII",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-044",20,10,2004,"at Cedar Hollow Resort on Table Rock Lake, on edge of parking lot","Quercus","south section","",NA,1,"L-93","98-97","","ND",980,41.814774,-88.053604,"","","","","","","","","","","",TRUE
"2175-29*3","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-82","58-28","","T",8620,41.816476,-88.057969,"","","","","","","","","","","",TRUE
"173-2001*2","z","graft",2001,"Quercus dentata Thunb.","QUERCUSDENTATA",NA,"","","MORTON","Bretschneider, EV","684",25,11,1882,"near Peking","China","south section","",NA,1,"X-65","02-15","","ND",15420,41.817535,-88.064301,"","","","","","","","","","","",TRUE
"305-94*2","w","seed",1994,"Quercus marilandica Münchh. [1]","QUERCUSMARILANDICA1",NA,"","","INT. OAK SOC.","Green, T","s.n.",NA,NA,NA,"near Oquaka","Quercus","north section","",NA,1,"K-102","12-84","","T",4100,41.814346,-88.05033,"","","","","","","","","","","",TRUE
"339-2002*3","w","seed",2002,"Quercus variabilis Blume","QUERCUSVARIABILIS",NA,"","","NACPEC 2002 SHANXI EXPED.","","NACPEC 2002-061",24,9,2002,"near Huang Sha Ling, Yang Cheng Xian","Quercus","south section","",NA,1,"G-101","88-51","","T",2740,41.813445,-88.050778,"","","","","","","","","","","",TRUE
"1183-2004*2","w","seed",2004,"Quercus imbricaria Michx.","QUERCUSIMBRICARIA",NA,"","","2004 MWPCC OZARK EXPED.","Trager, JC","MWPCC 2004-1&15",30,10,2004,"Shaw Nature Reserve and along I-44 roadside","Quercus","south section","",NA,1,"K-97","37-29","","T",1740,41.814363,-88.052367,"","","in memory of","In Loving Memory Of
Ann and Jack Mahar","11/15/2022 2:18:30 PM","Mahar, Ann
Mahar, Jack","Neustadt, Molly
Neustadt, Paul","","","","",TRUE
"538-82*5","w","seed",1982,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1498",13,9,1982,"from above Sauk Lake in Sauk Trail Forest Preserve","Fagaceae","south section","",NA,1,"J-12","06-69","","T",300,41.813218,-88.083355,"","","","","","","","","","","",TRUE
"20-2012*1","z","plant",2012,"Quercus petraea subsp. iberica (Steven ex M.Bieb.) Krassiln. [1]","QUERCUSPETRAEAIBERICA1",NA,"","","USDA, ARS BELTSVILLE","?","AZB-2008-096",21,9,2008,"near Shamakhi/Shemakha (Samaxi)","Quercus","north section","",NA,1,"H-100","59-07","","ND",2380,41.813627,-88.051314,"","","","","","","","","","-- go south --","",TRUE
"468-2001*1","w","seed",2001,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON","Hedborn Jr, EA","1555",27,9,2001,"along St. Joseph River along River Trail on Fernwood Botanical Garden northwest of Niles","Midwest","east section","",NA,1,"M-69","36-47","","T",5000,41.814651,-88.062587,"","","in memory of","In Loving Memory of Paul W. Davidson III

        'We miss our green thumb'
        Love...Dad, Mom, Liz, & James
                Isaiah 61:3","4/14/2016 12:00:00 AM","Davidson III, Paul W.","","","","","",TRUE
"479-2001*2","w","seed",2001,"Quercus stellata Wangenh.","QUERCUSSTELLATA",NA,"","","","Lenart, ME","s.n.",6,10,2001,"","Midwest","east section","",NA,1,"O-68","54-75","","T",4720,41.815243,-88.062878,"","","","","","","","","","","",TRUE
"852-2005*1","w","seed",2005,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 2005 GANSU EXPED.","","NACPEC 2005-001",18,9,2005,"at Xian Jia Wan","Quercus","south section","",NA,1,"J-95","98-21","","T",1300,41.814237,-88.053125,"","","","","","","","","","","",TRUE
"392-2011*3","w","seed",2011,"Quercus aliena Blume","QUERCUSALIENA",NA,"","","NACPEC 2011 SHAANXI & GANSU EXPED.","","NACPEC 2011-004",NA,NA,2011,"","Quercus","south section","",NA,1,"K-97","80-66","","ND",1780,41.814484,-88.052237,"","","","","","","","","","","",TRUE
"435-2004*1","w","plant",2004,"Quercus coccinea Münchh. [1]","QUERCUSCOCCINEA1",NA,"","","HARVARD U. HERB.","Goldman, D","s.n.",1,10,2000,"","Quercus","south section","",NA,1,"M-94","30-66","","T",1180,41.814868,-88.053355,"","","in honor of","In recognition of everyone at the Arboretum
who have cared for trees.
Carole and Peter Doris","8/3/2021 3:58:23 PM","Doris, Peter E., MD
Doris, Carole","","","","","",TRUE
"120-2006*3","w","plant",2006,"Quercus macrocarpa 'Lippert'","QUERCUSMACROCARPALIPPERT",NA,"","","USDA, AMES, PL. INTRO. STA.","","s.n.",1,1,1970,"Stillwater City Park, Stillwater","Quercus","south section","",NA,1,"L-94","82-40","","ND",1040,41.814734,-88.053444,"","","","","","","","","","","",TRUE
"14-2013*3","z","graft",2013,"Quercus acerifolia (E.J.Palmer) Stoynoff & W.J.Hess","QUERCUSACERIFOLIA",NA,"","","","?","s.n.",NA,NA,NA,"Magazine Mountain, Mount Magazine State Park, Mountain","Gateway to Tree Science","","",NA,1,"F-104","97-28","","ND",99999,41.813222,-88.049752,"","","do not use","possible experimental tree","","","","","","","",TRUE
"702-2006*1","w","seed",2006,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","INT. OAK SOC.","?","s.n.",30,10,2006,"Texas A & M Research Station","Quercus","south section","",NA,1,"L-93","65-72","","T",820,41.814681,-88.053691,"","","","","","","","","","","",TRUE
"2175-29*19","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","32-40","","T",8900,41.81668,-88.057934,"","","","","","","","","","","",TRUE
"2175-29*14","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-83","88-02","","T",8780,41.816565,-88.057701,"","","","","","","","","","","",TRUE
"2175-29*9","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-82","72-73","","T",8680,41.816519,-88.057805,"","","","","","","","","","","",TRUE
"403-97*2","w","seed",1997,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","MWPCC 1997 RUSSIA FAR EAST EXPED.","","RU-FE-83",15,9,1997,"","Quercus","north section","",NA,1,"L-103","24-04","","T",5060,41.814655,-88.050271,"","","","","","","","","","","",TRUE
"550-82*9","w","seed",1982,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1507",22,9,1982,"along the Fox River in Silver Springs State Park on edge of the parking area","Thornhill Parking","west median","",NA,1,"PP-26","01-80","","T",12640,41.822111,-88.078578,"","","","","","","","","","","",TRUE
"620-2008*1","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",20,9,2008,"Baker Woods Forest Preserve","Morton East Woods","East Woods","not labeled",NA,1,"V-82","71-40","","ND",99999,41.817335,-88.057963,"","","","","","","","","","","",TRUE
"218-81*3","w","seed",1981,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","MORTON-RESEARCH","?","s.n.",NA,NA,NA,"","Fagaceae","south section","",NA,1,"K-16","78-31","","T",520,41.813723,-88.08205,"","","in memory of","In Memory of Patricia Somers","","Patricia Somers","Somers","","","-- go east along the road --","",TRUE
"839-79*5","g","seed",1979,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","MORTON-STAFF","?","s.n.",NA,NA,NA,"","Sargent's Glade","south section","",NA,1,"Y-20","28-21","","T",1480,41.817462,-88.080787,"","","in memory of","In Memory of Judith Nichols","","Judith Nichols","Don Nichols","","","","",TRUE
"339-2002*8","w","seed",2002,"Quercus variabilis Blume","QUERCUSVARIABILIS",NA,"","","NACPEC 2002 SHANXI EXPED.","","NACPEC 2002-061",24,9,2002,"near Huang Sha Ling, Yang Cheng Xian","China","south section","",NA,1,"X-63","39-98","","ND",14080,41.817625,-88.064734,"","","","","","","","","","","",TRUE
"540-96*7","w","seed",1996,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MORTON-STAFF","Linden, PJ van der","96-13",28,10,1996,"at overlook along state highway 76 near Branson in Henning State Forest","Midwest","thicket section","",NA,1,"H-66","20-54","","T",4200,41.813209,-88.063598,"","","","","","","","","","","Transplanted 01APR2003 from M-64/69-17 to H-66/20-54.",TRUE
"564-2009*5","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"A-106","32-18","","ND",99999,41.81169,-88.048987,"","","","","","","","","","","",TRUE
"696-2006*5","w","seed",2006,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","","Chmelir, G","s.n.",NA,NA,NA,"","Quercus","north section","",NA,1,"N-96","98-97","","ND",7380,41.815351,-88.052529,"","","","","","","","","","","",TRUE
"403-97*1","w","seed",1997,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","MWPCC 1997 RUSSIA FAR EAST EXPED.","","RU-FE-83",15,9,1997,"","Quercus","north section","",NA,1,"L-102","42-80","","T",5080,41.814702,-88.050361,"","","","","","","","","","","",TRUE
"218-81*1","w","seed",1981,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","MORTON-RESEARCH","?","s.n.",NA,NA,NA,"","Fagaceae","south section","",NA,1,"J-12","30-95","","T",320,41.813286,-88.083263,"","","","","","","","","","","",TRUE
"463-84*2","w","seed",1984,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","","?","s.n.",NA,NA,NA,"along the Des Plaines River near Willow Springs","Fagaceae","south section","",NA,1,"M-18","83-63","","T",540,41.814307,-88.081225,"","","in memory of","In Memory of Mark Siwy","","Mark Siwy","","","","","",TRUE
"14-2013*2","z","graft",2013,"Quercus acerifolia (E.J.Palmer) Stoynoff & W.J.Hess","QUERCUSACERIFOLIA",NA,"","","","?","s.n.",NA,NA,NA,"Magazine Mountain, Mount Magazine State Park, Mountain","Gateway to Tree Science","","",NA,1,"F-104","89-14","","ND",99999,41.813198,-88.049803,"","","do not use","possible experimental tree","","","","","","","",TRUE
"2385-26*14","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-83","01-29","","ND",8240,41.816329,-88.057591,"","","","","","","","","","","",TRUE
"1134-2004*4","w","seed",2004,"Quercus marilandica Münchh. [1]","QUERCUSMARILANDICA1",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-003",19,10,2004,"along I-44 roadside, old Rte 66","Lake Jopamaca","west side","",NA,1,"R-25","00-83","","ND",3340,41.815518,-88.078637,"","","","","","","","","","","",TRUE
"180-93*3","w","seed",1993,"Quercus robur L.","QUERCUSROBUR",NA,"","","1993 GORNO-ALTAI RUSSIA EXPED.","Linden, PJ van der","42-1 & 42-2",14,9,1993,"in the Main Botanical Garden of the Russian Academy of Sciences in Moscow","Central & Western Asia","","",NA,1,"CC-70","82-96","","ND",4320,41.819179,-88.062243,"","","","","","","","","","","Transplanted 15APR2004 from K-15/81-53 to CC-70/82-96.",TRUE
"548-82*6","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1501",22,9,1982,"in Oswego Township Cemetery","Sargent's Glade","south section","",NA,1,"W-18","39-82","","T",1680,41.81693,-88.081273,"","","in memory of","In memory of Carl and Elaine Reichert who so enjoyed nature's beauty and loved sharing it with their family.","5/23/2017 12:00:00 AM","Reichert, Carl
Reichert, Elaine","","","","","",TRUE
"640-2008*3","w","seed",NA,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Bachtell, KR","s.n.",1,4,2008,"McDowell Grove Forest Preserve, Naperville","Morton West Side","Prairie Visitor Station","unlabeled section",NA,1,"Q-010","48-52","","ND",99999,41.815045,-88.091571,"","","","","","","","","","","",TRUE
"4-2008*4","z","graft",2008,"Quercus dentata Thunb.","QUERCUSDENTATA",NA,"","","MORTON","Bretschneider, EV","684",25,11,1882,"near Peking","Quercus","south section","",NA,1,"H-99","92-07","","ND",2320,41.813708,-88.051685,"","","","","","","","","","","",TRUE
"570-78*7","w","seed",1978,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Shaw, CB","NI-89",2,11,1978,"in campground north of the Kankakee River under spont. plants 1/2 mile west of the Kankakee Co. line","Lake Jopamaca","north side","northeast berm",NA,1,"S-29","10-00","","T",1600,41.815849,-88.077489,"","","","","","","","","","-- go north; begin bed --","Damaged by beaver in 2001; 2/3 of bark removed at base.",TRUE
"214-2011*6","z","plant",2011,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-5","39-89","","ND",99999,41.811873,-88.085789,"","","","","","","","","","","",TRUE
"297-2002*1","w","plant",2002,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","POPLAR FARMS N.","?","s.n.",NA,NA,NA,"northern","Quercus","south section","",NA,1,"G-100","88-85","","ND",2700,41.813439,-88.05102,"","","in honor of","In Honor of Larry Hall","","Hall, Larry","","","","Bur Oak (3' apart)                         not in catalog                   2  H-101/area","",TRUE
"213-2011*2","z","plant",2011,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"U-011","27-56","","ND",99999,41.816075,-88.09197,"","","","","","","","","","","",TRUE
"437-2004*2","w","plant",2004,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","HARVARD U. HERB.","?","s.n.",NA,NA,NA,"somewhere in the upper Midwest","Quercus","south section","",NA,1,"M-93","14-63","","ND",800,41.814815,-88.05373,"","","","","","","","","","","",TRUE
"619-2008*3","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",27,9,2008,"Baker Woods Forest Preserve","Morton East Woods","East Woods","not labeled",NA,1,"W-82","97-81","","ND",99999,41.817685,-88.057828,"","","","","","","","","","","",TRUE
"573-40*3","w","plant",1940,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","U. KENTUCKY","?","s.n.",NA,NA,NA,"","Quercus Landscape Planting","south side","",NA,1,"M-89","98-25","","T",1620,41.815005,-88.055346,"","","available","","","","","","","GPS control monument                                  L-87/84-81","",TRUE
"573-40*4","w","plant",1940,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","U. KENTUCKY","?","s.n.",NA,NA,NA,"","Tilia Landscape Planting","north side","",NA,1,"O-90","82-98","","T",1900,41.815525,-88.054734,"","","","","","","","","","","",TRUE
"571-81*2","w","plant",1981,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","MORTON","?","s.n.",NA,NA,NA,"Morton Arboretum, Oak Collection parking lot area","Greenhouse Landscape Planting","head house","west side",NA,1,"H-40","34-30","","T",2840,41.813004,-88.073215,"","","","","","","","","","","",TRUE
"416-45*1","z","seed",1945,"Quercus texana Buckley","QUERCUSTEXANA",NA,"","","","Deam, CC","63896",NA,NA,NA,"in Platt National Park","Centennial Grove","","",NA,1,"AZ-58","75-58","","T",6820,41.811092,-88.066423,"","","in memory of","Karen C. Fauth Schwenk 1941-20                  Gary Richard Fauth 1947-20
OPRF HS 1959                                                   OPRF HS 1965
Knox College 1963                                             Harvard University 1974","11/7/2016 12:00:00 AM","Karen C. Fauth Schwenk
Gary Richard Fauth","","","","","",TRUE
"622-2008*10","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",24,9,2008,"Morton Arboretum East Woods, Lisle","Morton East Woods","East Woods","not labeled",NA,1,"M-126","72-82","","ND",99999,41.815281,-88.041574,"","","","","","","","","","","",TRUE
"49-2002*3","w","seed",2002,"Quercus georgiana M.A.Curtis","QUERCUSGEORGIANA",NA,"","","STARHILL FOREST ARB.","?","s.n.",1,1,2001,"on Stone Mountain","Quercus","south section","",NA,1,"M-94","68-90","","T",1160,41.814975,-88.053271,"","","do not use","mower damage to trunk-2021","","","","","","","",TRUE
"65-2008*1","w","seed",2008,"Quercus serrata Murray [1]","QUERCUSSERRATA1",NA,"","","KYOTO U. KAMIGAMO EXP. STA.","?","s.n.",8,11,2007,"in Kamigamo experimental forest, Kyoto University","Quercus","south section","",NA,1,"H-100","28-25","","ND",2520,41.813543,-88.051243,"","","","","","","","","","","",TRUE
"214-91*1","w","seed",1991,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",17,9,1991,"along the south side of the North River about 2 miles southwest of Norwalk and 0.5 miles west of IA-28","Quercus","north section","",NA,1,"M-103","66-62","","ND",4720,41.81505,-88.050075,"","","","","","","","","","","",TRUE
"530-2008*1","w","seed",2008,"Quercus aliena var. acutiserrata Maxim. ex Wenz.","QUERCUSALIENAACUTISERRATA",NA,"","","NACPEC 2008 SHAANXI EXPED.","","NACPEC 08-042",28,9,2008,"at Huang Hua Ling (Niu Bei Liang National Nature Reserve","Quercus","south section","",NA,1,"K-94","27-95","","T",1280,41.814314,-88.053224,"","","","","","","","","","","",TRUE
"404-U*3","w","unknown",NA,"Quercus alba L.","QUERCUSALBA",NA,"","","NATIVE/SPONT.","","",NA,NA,NA,"woodlands/savanna","Sterling Pond","west side","",NA,1,"P-3","12-64","","T",99999,41.81477616,-88.08745053,"","","hold","hold for Odani dedication text","11/21/2022 7:47:45 AM","Oldani, Jerome (father)","Isdale, Christine (daughter)","","","","",TRUE
"21-2012*5","z","plant",2012,"Quercus robur subsp. pedunculiflora (K.Koch) Menitsky","QUERCUSROBURPEDUNCULIFLORA",NA,"","","USDA, ARS BELTSVILLE","?","AZB-2008-092",19,9,2008,"at Khudat","Central & Western Asia","","",NA,1,"FF-72","79-78","","ND",3200,41.82001,-88.061612,"","","","","","","","","","","",TRUE
"211-2011*3","z","plant",2011,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-3","29-40","","ND",99999,41.811823,-88.0867,"","","","","","","","","","","",TRUE
"538-82*1","w","seed",1982,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1498",13,9,1982,"from above Sauk Lake in Sauk Trail Forest Preserve","Fagaceae","north section","",NA,1,"L-15","45-67","","T",80,41.813901,-88.082292,"","","","","","","","","","","",TRUE
"211-2011*7","z","plant",2011,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","Schulenberg Prairie & Savanna","",NA,1,"V-011","84-01","","ND",99999,41.816501,-88.092191,"","","","","","","","","","","",TRUE
"214-2011*2","z","plant",2011,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"V-018","82-68","","ND",99999,41.816436,-88.094511,"","","","","","","","","","","",TRUE
"544-2006*2","g","seed",2006,"Quercus × guadalupensis Sarg.","QUERCUSGUADALUPENSIS",NA,"","","","Chmelir, G","s.n.",NA,NA,NA,"in a parkway in Caldwell","Quercus","south section","",NA,1,"L-96","28-17","","ND",1480,41.814603,-88.052789,"","","","","","","","","","","",TRUE
"213-2011*6","z","plant",2011,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"D-6","67-28","","ND",99999,41.81168,-88.085637,"","","","","","","","","","","",TRUE
"619-2008*2","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",27,9,2008,"Baker Woods Forest Preserve","Morton East Woods","East Woods","not labeled",NA,1,"W-82","94-42","","ND",99999,41.817673,-88.057971,"","","","","","","","","","","",TRUE
"27-69*1","w","plant",1969,"Quercus imbricaria Michx.","QUERCUSIMBRICARIA",NA,"","","MORTON","?","s.n.",27,3,1969,"from Woodridge Golf Club west of IL-53 south of Lisle","Forestry Plot Area","","",NA,1,"O-73","55-40","","T",1580,41.815288,-88.061174,"","","","","","","","","","","",TRUE
"498-2005*1","z","plant",2005,"Quercus petraea (Matt.) Liebl. [1]","QUERCUSPETRAEA1",NA,"","","STARHILL FOREST ARB.","?","s.n.",NA,NA,NA,"near Alten Eichen Hospital, Hamburg, Schelswig-Holstein","Quercus","south section","",NA,1,"L-95","63-97","","ND",1360,41.814697,-88.052866,"","","in memory of","In Memory of

Joseph Jalocha

""Tata""","12/7/2022 10:45:21 AM","Jalocha, Joseph (father and father-in-law)","Bekielewski, Rick (son-in-law)
Jalocha, Tom (son)","center text on label","","","",TRUE
"537-82*5","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1500",13,9,1982,"near Sauk Lake in Sauk Trail Forest Preserve","Lake Jopamaca","west side","",NA,1,"P-25","12-66","","T",3560,41.815001,-88.078676,"","","in memory of","In Memory of Siddhartha Sen","","Sen, Siddhartha","","","","","",TRUE
"120-2006*2","w","plant",2006,"Quercus macrocarpa 'Lippert'","QUERCUSMACROCARPALIPPERT",NA,"","","USDA, AMES, PL. INTRO. STA.","","s.n.",1,1,1970,"Stillwater City Park, Stillwater","Quercus","south section","",NA,1,"L-94","30-35","","ND",1020,41.814591,-88.053456,"","","","","","","","","","","",TRUE
"362-96*2","w","seed",1996,"Quercus marilandica Münchh. [1]","QUERCUSMARILANDICA1",NA,"","","MORTON","Sternberg, G","s.n.",NA,NA,NA,"","Quercus","north section","",NA,1,"J-102","70-27","","T",5520,41.814226,-88.050534,"","","in honor of","In appreciation of the Arboretums efforts for the future of nut trees

Tancap Farm Company","7/9/2019 12:00:00 AM","Tancap Farm Company","","","","-- go southwest across trail --","",TRUE
"2385-26*19","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","43-89","","ND",8360,41.816715,-88.057755,"","","","","","","","","","","",TRUE
"10-2008*2","z","graft",2008,"Quercus shumardii var. schneckii (Britton) Sarg.","QUERCUSSHUMARDIISCHNECKII",NA,"","","MORTON","?","s.n.",NA,NA,NA,"","Quercus","south section","",NA,1,"J-93","62-05","","ND",660,41.814119,-88.053912,"","","","","","","","","","","",TRUE
"185-92*4","w","seed",1992,"Quercus velutina Lam.","QUERCUSVELUTINA",NA,"","","MORTON-STAFF","Linden, PJ van der","s.n.",14,9,1992,"along Merioneth Road","Quercus","north section","",NA,1,"J-101","39-80","","T",5540,41.814136,-88.050702,"","","in memory of","Fly me up to where you are to see you smile,
If only for awhile, to know you're there.
In loving memory of Maryann Shaw","","Shaw, Maryann","","","","","",TRUE
"2175-29*23","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-83","49-05","","T",9000,41.816733,-88.057697,"","","","","","","","","","-- go north of the road --","",TRUE
