PlantId,Longitude,Latitude,RcvdYear,ProvenanceType,Species_Name,CalcNameSort,GardenLocalityName,GardenSubarea1,GridLoc,Annotate
360-2014*1,-88.076373,41.818702,2014,g,Quercus frainetto,QUERCUSFRAINETTO,Europe,,CC-32/39-39,ND
360-2014*2,-88.052466,41.81442,2014,g,Quercus frainetto,QUERCUSFRAINETTO,Quercus,,K-97/59-03,ND
591-2015*1,-88.053632,41.814386,2015,g,Quercus franchetii,QUERCUSFRANCHETII,Quercus,,K-93/57-84,
14-2006*3,-88.051559,41.814513,2006,w,Quercus fusiformis,QUERCUSFUSIFORMIS,Quercus,north section,K-99/84-51,ND
145-75*1,-88.052127,41.814729,1974,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,north section,L-97/68-99,T
145-75*2,-88.05219,41.814673,1974,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,north section,L-97/48-81,T
145-75*8,-88.052103,41.814689,1974,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,north section,L-98/53-05,ND
556-32*1,-88.05172,41.814586,1932,g,Quercus gambelii,QUERCUSGAMBELII,Quercus,north section,L-99/12-08,ND
592-2015*1,-88.052108,41.815138,2015,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,,N-98/17-09,
592-2015*2,-88.052114,41.815169,2015,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,,N-98/58-08,
592-2015*3,-88.052151,41.815165,2015,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,,N-97/27-97,
592-2015*4,-88.052168,41.815194,2015,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,,N-97/38-93,
592-2015*5,-88.052208,41.81519,2015,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,,N-97/37-82,
595-2015*1,-88.049289,41.814169,2015,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,,J-105/38-66,
595-2015*2,-88.049274,41.814116,2015,w,Quercus gambelii,QUERCUSGAMBELII,Quercus,,J-105/18-69,
15-2006*1,-88.061391,41.818509,2006,w,Quercus georgiana,QUERCUSGEORGIANA,Eastern North America,Appalachia,AA-73/30-20,T
15-2006*2,-88.066683,41.815406,2006,w,Quercus georgiana,QUERCUSGEORGIANA,Rare & Endangered Plants,,P-58/49-40,ND
436-2004*1,-88.06124,41.818774,2004,w,Quercus georgiana,QUERCUSGEORGIANA,Eastern North America,Appalachia,BB-73/25-65,ND
49-2002*1,-88.051592,41.814597,2002,w,Quercus georgiana,QUERCUSGEORGIANA,Quercus,north section,L-99/15-43,T
49-2002*3,-88.053271,41.814975,2002,w,Quercus georgiana,QUERCUSGEORGIANA,Quercus,south section,M-94/68-90,T
49-2002*4,-88.053173,41.814997,2002,w,Quercus georgiana,QUERCUSGEORGIANA,Quercus,south section,M-95/75-17,T
49-2002*5,-88.053238,41.815055,2002,w,Quercus georgiana,QUERCUSGEORGIANA,Quercus,south section,M-95/97-00,T
544-2006*1,-88.053028,41.814709,2006,g,Quercus _guadalupensis,QUERCUSGUADALUPENSIS,Quercus,south section,L-95/69-53,ND
544-2006*2,-88.052789,41.814603,2006,g,Quercus _guadalupensis,QUERCUSGUADALUPENSIS,Quercus,south section,L-96/28-17,ND
544-2006*3,-88.052745,41.814766,2006,g,Quercus _guadalupensis,QUERCUSGUADALUPENSIS,Quercus,south section,L-96/87-31,ND
27-95*1,-88.075797,41.81934,1995,w,Quercus hartwissiana,QUERCUSHARTWISSIANA1,Europe,,EE-34/66-04,ND
27-95*3,-88.051272,41.814649,1995,w,Quercus hartwissiana,QUERCUSHARTWISSIANA1,Quercus,north section,L-100/31-31,ND
27-95*7,-88.075666,41.819289,1995,w,Quercus hartwissiana,QUERCUSHARTWISSIANA1,Europe,,EE-34/46-39,ND
27-95*8,-88.062221,41.819597,1995,w,Quercus hartwissiana,QUERCUSHARTWISSIANA1,Central & Western Asia,,EE-71/34-07,T
482-2017*1,-88.052342,41.81444,2017,w,Quercus hartwissiana,QUERCUSHARTWISSIANA1,Quercus,South section,K-97/64-37,
36-2014*1,-88.050024,41.814647,2014,w,Quercus hemisphaerica,QUERCUSHEMISPHAERICA1,Quercus,,L-103/19-71,ND
37-2014*1,-88.049773,41.814472,2014,w,Quercus hemisphaerica,QUERCUSHEMISPHAERICA1,Quercus,,K-104/53-37,T
37-2014*3,-88.04983,41.814738,2014,w,Quercus hemisphaerica,QUERCUSHEMISPHAERICA1,Quercus,,L-104/50-25,T
699-50*1,-88.06631,41.811194,1950,g,Quercus _humidicola,QUERCUSHUMIDICOLA,Centennial Grove,,A-58/11-90,T
699-50*2,-88.066252,41.81119,1950,g,Quercus _humidicola,QUERCUSHUMIDICOLA,Centennial Grove,,A-59/09-06,T
699-50*3,-88.066283,41.810901,1950,g,Quercus _humidicola,QUERCUSHUMIDICOLA,Centennial Grove,,AZ-58/04-94,T
699-50*4,-88.066205,41.81098,1950,g,Quercus _humidicola,QUERCUSHUMIDICOLA,Centennial Grove,,AZ-59/32-16,T
699-50*5,-88.066246,41.811069,1950,g,Quercus _humidicola,QUERCUSHUMIDICOLA,Centennial Grove,,AZ-59/65-06,T
699-50*7,-88.066181,41.811162,1950,g,Quercus _humidicola,QUERCUSHUMIDICOLA,Centennial Grove,,AZ-59/98-25,ND
260-93*1,-88.051128,41.814137,1993,w,Quercus ilicifolia,QUERCUSILICIFOLIA,Quercus,north section,J-100/43-64,T
260-93*2,-88.051155,41.814238,1993,w,Quercus ilicifolia,QUERCUSILICIFOLIA,Quercus,north section,J-100/80-58,T
108-2018*1,-88.085593,41.816604,2018,g,Quercus imbricaria,QUERCUSIMBRICARIA,Morton West Side,Pine Hill,V-7/60-01,ND
108-2018*2,-88.085633,41.816763,2018,g,Quercus imbricaria,QUERCUSIMBRICARIA,Morton West Side,Pine Hill,W-6/19-92,ND
108-2018*3,-88.081293,41.820868,2018,g,Quercus imbricaria,QUERCUSIMBRICARIA,Daffodil Glade,,KK-19/73-25,ND
1183-2004*1,-88.052239,41.814361,2004,w,Quercus imbricaria,QUERCUSIMBRICARIA,Quercus,south section,K-97/35-64,T
1183-2004*2,-88.052367,41.814363,2004,w,Quercus imbricaria,QUERCUSIMBRICARIA,Quercus,south section,K-97/37-29,T
1183-2004*3,-88.076593,41.815987,2004,w,Quercus imbricaria,QUERCUSIMBRICARIA,Lake Jopamaca,east side,S-31/52-46,T
1183-2004*5,-88.076651,41.816065,2004,w,Quercus imbricaria,QUERCUSIMBRICARIA,Lake Jopamaca,east side,S-31/81-31,T
137-U*1,-88.06062,41.813737,1986,u,Quercus imbricaria,QUERCUSIMBRICARIA,Malus Landscape Planting,,I-74/85-72,T
137-U*2,-88.060563,41.813768,1986,u,Quercus imbricaria,QUERCUSIMBRICARIA,Malus Landscape Planting,,I-74/95-88,T
137-U*4,-88.06073,41.813982,1986,u,Quercus imbricaria,QUERCUSIMBRICARIA,Malus Landscape Planting,,J-74/75-45,T
137-U*5,-88.063647,41.814814,1986,u,Quercus imbricaria,QUERCUSIMBRICARIA,Midwest,east section,N-66/05-60,T
137-U*7,-88.062524,41.815213,1986,u,Quercus imbricaria,QUERCUSIMBRICARIA,Forestry Plot Area,,O-69/40-71,T
137-U*8,-88.070229,41.819474,1986,u,Quercus imbricaria,QUERCUSIMBRICARIA,Park Boulevard,,EE-49/63-23,T
137-U*9,-88.069992,41.819595,1986,u,Quercus imbricaria,QUERCUSIMBRICARIA,Park Boulevard,,FF-49/05-89,T
1512-35*2,-88.050188,41.815108,1935,g,Quercus imbricaria,QUERCUSIMBRICARIA,Quercus,north section,M-103/88-32,T
1512-35*3,-88.050278,41.815149,1935,g,Quercus imbricaria,QUERCUSIMBRICARIA,Quercus,north section,N-103/04-08,T
1641-23*2,-88.059128,41.814577,1923,g,Quercus imbricaria,QUERCUSIMBRICARIA,Forestry Plot Area,,L-78/77-89,ND
184-92*1,-88.063242,41.814772,1992,w,Quercus imbricaria,QUERCUSIMBRICARIA,Midwest,east section,M-67/86-70,T
184-92*2,-88.063141,41.81481,1992,w,Quercus imbricaria,QUERCUSIMBRICARIA,Midwest,east section,M-67/99-98,T
184-92*3,-88.06304,41.814761,1992,w,Quercus imbricaria,QUERCUSIMBRICARIA,Midwest,east section,M-68/80-25,T
184-92*4,-88.061238,41.819449,1992,w,Quercus imbricaria,QUERCUSIMBRICARIA,Eastern North America,Appalachia,DD-73/71-73,T
27-69*1,-88.061174,41.815288,1969,w,Quercus imbricaria,QUERCUSIMBRICARIA,Forestry Plot Area,,O-73/55-40,T
352-61*1,-88.053597,41.812062,1961,g,Quercus imbricaria,QUERCUSIMBRICARIA,Tollway Berm,east berm,C-93/10-66,T
352-61*3,-88.053409,41.81205,1961,g,Quercus imbricaria,QUERCUSIMBRICARIA,Tollway Berm,east berm,C-94/04-17,T
352-61*4,-88.053225,41.812044,1961,g,Quercus imbricaria,QUERCUSIMBRICARIA,Tollway Berm,east berm,C-94/00-67,T
352-61*5,-88.053049,41.812037,1961,g,Quercus imbricaria,QUERCUSIMBRICARIA,Tollway Berm,east berm,B-95/96-15,T
360-2002*1,-88.090105,41.816365,2002,g,Quercus imbricaria,QUERCUSIMBRICARIA,Morton West Side,Prairie Visitor Station,V-06/15-68,ND
391-2006*1,-88.068108,41.81349,2006,g,Quercus imbricaria,QUERCUSIMBRICARIA,Childrens Garden,The Grotto,I-54/64-28,T
435-2013*1,-88.078336,41.819273,2013,g,Quercus imbricaria,QUERCUSIMBRICARIA,Upper Joy Path,east side,EE-27/65-11,ND
435-2013*2,-88.078424,41.819435,2013,g,Quercus imbricaria,QUERCUSIMBRICARIA,Upper Joy Path,east side,FF-26/25-89,ND
502-2000*1,-88.062866,41.814732,2000,w,Quercus imbricaria,QUERCUSIMBRICARIA,Midwest,east section,M-68/68-72,T
523-32*1,-88.050286,41.815242,1932,g,Quercus imbricaria,QUERCUSIMBRICARIA,Quercus,north section,N-103/38-07,T
554-2005*1,-88.069215,41.813698,2005,g,Quercus imbricaria,QUERCUSIMBRICARIA,Childrens Garden,Every Which Way,J-51/50-29,T
558-2005*2,-88.068048,41.813536,2005,g,Quercus imbricaria,QUERCUSIMBRICARIA,Childrens Garden,The Grotto,I-54/76-42,T
68-2019*1,-88.049081,41.812972,2019,g,Quercus imbricaria,QUERCUSIMBRICARIA,Gateway to Tree Science,,F-106/00-08,ND
926-62*1,-88.07165,41.813282,1962,g,Quercus imbricaria,QUERCUSIMBRICARIA,Hedge Garden,lower terrace,I-44/21-60,T
357-2014*1,-88.053411,41.814239,2014,w,Quercus infectoria,QUERCUSINFECTORIAVENERIS,Quercus,,K-94/02-43,ND
460-2015*1,-88.081014,41.816069,2015,g,Quercus invaginata,QUERCUSINVAGINATA,Cedar Point,,T-19/23-42,
1089-39*1,-88.052868,41.814488,1939,g,Quercus _jackiana,QUERCUSJACKIANA,Quercus,south section,K-95/87-94,ND
471-42*1,-88.050856,41.814712,1942,g,Quercus _jackiana,QUERCUSJACKIANA,Quercus,north section,L-101/50-45,T
471-42*2,-88.050835,41.814798,1942,g,Quercus _jackiana,QUERCUSJACKIANA,Quercus,north section,L-101/81-52,T
471-42*3,-88.050765,41.814893,1942,g,Quercus _jackiana,QUERCUSJACKIANA,Quercus,north section,M-101/15-72,T
654-32*1,-88.051026,41.814636,1932,g,Quercus _jackiana,QUERCUSJACKIANA,Quercus,north section,L-100/24-98,T
685-33*1,-88.051412,41.8145,1933,g,Quercus _jackiana,QUERCUSJACKIANA,Quercus,north section,K-99/78-91,T
169-2015*1,-88.049795,41.81479,2015,g,Quercus laurifolia,QUERCUSLAURIFOLIA,Quercus,north section,L-104/69-35,ND
600-2015*2,-88.049319,41.814419,2015,w,Quercus laurifolia,QUERCUSLAURIFOLIA,Quercus,,K-105/29-61,ND
600-2015*3,-88.049913,41.814763,2015,w,Quercus laurifolia,QUERCUSLAURIFOLIA,Quercus,,L-104/60-03,ND
18-2011*1,-88.049246,41.814217,2011,g,Quercus lusitanica,QUERCUSLUSITANICA,Quercus,north section,J-105/55-78,ND
18-2011*2,-88.04922,41.814306,2011,g,Quercus lusitanica,QUERCUSLUSITANICA,Quercus,north section,J-105/87-86,ND
18-2011*3,-88.049243,41.814393,2011,g,Quercus lusitanica,QUERCUSLUSITANICA,Quercus,north section,K-105/19-81,ND
1133-2004*1,-88.052622,41.815398,2004,w,Quercus lyrata,QUERCUSLYRATA,Quercus,north section,O-96/16-72,T
179-95*1,-88.049523,41.81435,1995,w,Quercus lyrata,QUERCUSLYRATA,Quercus,north section,K-105/06-04,T
517-2000*2,-88.049656,41.813457,2000,w,Quercus lyrata,QUERCUSLYRATA,Quercus,south section,G-104/82-57,ND
127-2009*1,-88.077955,41.821309,2009,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Thornhill Parking,shelter,MM-28/03-40,ND
127-2009*2,-88.052365,41.814553,2009,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Quercus,south section,L-97/06-32,ND
157-2016*1,-88.07783,41.821318,2016,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Thornhill Parking,shelter,MM-28/05-74,ND
330-2018*1,-88.076869,41.821332,2018,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Education Support Building,,MM-31/01-36,ND
330-2018*2,-88.076742,41.821441,2018,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Education Support Building,,MM-31/39-72,ND
332-2017*1,-88.072827,41.81135,2017,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Service Area,,B-41/28-16,ND
332-2017*2,-88.072961,41.811549,2017,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Service Area,,C-40/02-82,ND
332-2017*3,-88.073068,41.811748,2017,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Service Area,,C-40/75-55,ND
35-2007*1,-88.053914,41.814574,2007,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Quercus,south section,L-93/28-10,ND
35-2007*2,-88.076805,41.810505,2007,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,West Illinois 53,tollway landscape,AY-30/57-21,ND
35-2007*3,-88.070197,41.816389,2007,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Visitor Center Parking,northwest median,T-48/39-94,ND
35-2007*4,-88.070287,41.816345,2007,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Visitor Center Parking,northwest median,T-48/24-69,ND
35-2007*5,-88.072933,41.81184,2007,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Service Area,,D-40/07-93,ND
71-2013*1,-88.09421,41.8192,2013,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Acorn Hill,,FF-017/86-84,ND
71-2013*2,-88.094317,41.819205,2013,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Acorn Hill,,FF-017/89-55,ND
71-2013*3,-88.077739,41.82124,2013,g,Quercus _macdanielii,QUERCUSMACDANIELIICLEMONS,Thornhill Parking,shelter,LL-28/76-98,ND
19-2012*1,-88.049697,41.814453,2012,z,Quercus macranthera ,QUERCUSMACRANTHERA,Quercus,north section,K-104/45-58,ND
19-2012*2,-88.049814,41.814649,2012,z,Quercus macranthera ,QUERCUSMACRANTHERA,Quercus,north section,L-104/17-28,ND
1030-2004*2,-88.080133,41.822093,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,Thornhill Overflow Lot,median,PP-22/09-56,ND
1087-2004*1,-88.08237,41.822141,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,North Berm,,PP-16/47-47,ND
1087-2004*4,-88.088834,41.822204,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,North Berm,,QQ-02/30-86,ND
1087-2004*5,-88.094665,41.821143,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,North Berm,,MM-018/98-84,ND
1261-26*1,-88.049562,41.81447,1926,g,Quercus macrocarpa,QUERCUSMACROCARPA,Quercus,north section,K-104/55-97,T
1261-26*2,-88.049803,41.814546,1926,g,Quercus macrocarpa,QUERCUSMACROCARPA,Quercus,north section,K-104/84-35,T
1279-2004*10,-88.069986,41.813794,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,Childrens Garden,Curiosity Garden,J-49/92-20,T
1279-2004*2,-88.068949,41.813826,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,Childrens Garden,Central Plaza,J-52/94-03,T
1279-2004*3,-88.068608,41.813516,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,Childrens Garden,Wonder Pond,I-52/78-92,T
1279-2004*7,-88.068387,41.813409,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,Childrens Garden,Grassy Meadow,I-53/37-51,T
1279-2004*8,-88.068512,41.813491,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,Childrens Garden,Grassy Meadow,I-53/68-18,T
1279-2004*9,-88.069115,41.813764,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,Childrens Garden,Gardeners' Workshop,J-51/73-57,T
132-2015*1,-88.050202,41.813323,2015,g,Quercus macrocarpa,QUERCUSMACROCARPA,Quercus,south section,G-103/38-06,ND
138-U*1,-88.052873,41.8151,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Quercus,north section,N-96/10-00,T
138-U*10,-88.079705,41.817712,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Sargent's Glade,south section,Z-23/09-19,ND
138-U*13,-88.079085,41.816009,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Cornaceae,,S-24/83-67,T
138-U*15,-88.061136,41.814933,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Forestry Plot Area,,N-73/25-46,T
138-U*18,-88.058101,41.81574,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,East Woods,,P-81/91-83,ND
138-U*21,-88.057051,41.819928,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Edgewood Forestry Plots,,FF-85/07-20,ND
138-U*23,-88.075021,41.820532,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Thornhill Drive,south side,II-36/93-30,ND
138-U*24,-88.082576,41.816461,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Lake Marmo,north side,U-15/80-21,ND
138-U*25,-88.082509,41.816443,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Lake Marmo,north side,U-15/73-39,ND
138-U*26,-88.084513,41.81556,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Lake Marmo,west side,R-9/70-82,T
138-U*27,-88.084824,41.81595,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Lake Marmo,west side,T-9/15-02,T
138-U*28,-88.084822,41.815895,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Lake Marmo,west side,S-9/95-02,T
138-U*29,-88.08317,41.816536,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Lake Marmo,north side,V-13/13-60,T
138-U*31,-88.081273,41.820521,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Daffodil Glade,,JJ-19/47-26,ND
138-U*32,-88.081056,41.820502,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Daffodil Glade,,JJ-19/38-85,ND
138-U*33,-88.081209,41.820496,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Daffodil Glade,,JJ-19/37-43,ND
138-U*34,-88.078755,41.816997,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Ornamental Flowering Trees,,W-25/40-69,T
138-U*35,-88.078913,41.817001,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Ornamental Flowering Trees,,W-25/43-26,T
138-U*36,-88.09055,41.816323,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Prairie Visitor Station,,V-07/04-46,T
138-U*37,-88.089388,41.812446,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Schulenberg Prairie,upper prairie,G-04/81-15,ND
138-U*38,-88.041443,41.819783,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,East Woods,woodland trail,DD-127/11-72,ND
138-U*4,-88.050802,41.813568,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Quercus,south section,H-101/33-46,T
138-U*40,-88.089236,41.812491,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Schulenberg Prairie,upper prairie,G-04/96-57,ND
138-U*41,-88.089257,41.812543,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Schulenberg Prairie,upper prairie,H-04/15-52,ND
138-U*42,-88.089332,41.812571,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Schulenberg Prairie,upper prairie,H-04/26-32,ND
138-U*43,-88.08923,41.812675,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Schulenberg Prairie,upper prairie,H-04/63-61,ND
138-U*44,-88.089254,41.812806,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Schulenberg Prairie,upper prairie,I-04/11-56,ND
138-U*45,-88.089377,41.812836,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Schulenberg Prairie,upper prairie,I-04/23-23,ND
138-U*46,-88.080405,41.81779,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Sargent's Glade,south section,Z-21/44-29,T
138-U*47,-88.091085,41.815639,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Prairie Visitor Station,,S-09/60-92,ND
138-U*48,-88.090913,41.815743,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Prairie Visitor Station,,S-08/96-40,T
138-U*49,-88.089297,41.814727,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Prairie Visitor Station,,P-04/11-68,ND
138-U*50,-88.091678,41.812294,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Schulenberg Prairie,upper prairie,G-011/47-89,T
138-U*51,-88.048214,41.823857,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,East Woods,Big Rock section,SS-109/57-76,T
138-U*52,-88.048205,41.823896,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,East Woods,Big Rock section,SS-109/71-79,ND
138-U*53,-88.076238,41.818632,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Founder's Grove,southeast section,CC-32/12-75,ND
138-U*54,-88.094158,41.819046,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Acorn Hill,,FF-017/30-96,ND
138-U*55,-88.056374,41.815972,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,East Woods,,Q-86/60-57,T
138-U*56,-88.086149,41.81532,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Sterling Pond,,Q-5/98-33,ND
138-U*57,-88.048871,41.813439,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Quercus,,G-106/68-71,T
138-U*58,-88.082219,41.819184,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Daffodil Glade,,EE-16/69-52,T
138-U*59,-88.049488,41.813003,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Gateway to Tree Science,,F-104/15-97,T
138-U*6,-88.050595,41.815092,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Quercus,north section,M-102/86-21,T
138-U*60,-88.049582,41.813114,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Gateway to Tree Science,,F-104/56-73,T
138-U*61,-88.081048,41.819169,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Daffodil Glade,east side,EE-19/61-68,T
138-U*7,-88.050278,41.81507,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Quercus,north section,M-103/75-07,T
138-U*9,-88.078908,41.816889,1986,u,Quercus macrocarpa,QUERCUSMACROCARPA,Ornamental Flowering Trees,,W-25/02-26,ND
1443-2004*1,-88.071193,41.815018,2004,g,Quercus macrocarpa,QUERCUSMACROCARPA,Visitor Center Parking,southeast median,O-46/49-06,T
149-2018*1,-88.07118,41.812956,2018,g,Quercus macrocarpa,QUERCUSMACROCARPA,Firefly Pond,,G-45/98-84,ND
1516-35*1,-88.050067,41.813881,1935,g,Quercus macrocarpa,QUERCUSMACROCARPA,Quercus,north section,I-103/40-50,T
153-2010*1,-88.081851,41.820888,2010,w,Quercus macrocarpa,QUERCUSMACROCARPA,Daffodil Glade,,KK-17/86-73,ND
16-2006*1,-88.070629,41.816114,2006,w,Quercus macrocarpa,QUERCUSMACROCARPA,Visitor Center Parking,northwest median,S-47/43-73,T
189-2016*1,-88.051267,41.812919,2016,g,Quercus macrocarpa,QUERCUSMACROCARPA,Gateway to Tree Science,,F-100/01-11,ND
191-94*1,-88.078944,41.821363,1994,g,Quercus macrocarpa,QUERCUSMACROCARPA,Thornhill Parking,west median,MM-25/32-71,T
212-2011*10,-88.08681,41.811803,2011,z,Quercus macrocarpa,QUERCUSMACROCARPA,Morton Prairie Restoration,south savannah,E-3/23-10,ND
212-2011*4,-88.094186,41.815986,2011,z,Quercus macrocarpa,QUERCUSMACROCARPA,Morton Prairie Restoration,unlabeled section,U-017/15-51,ND
212-2011*5,-88.091761,41.816322,2011,z,Quercus macrocarpa,QUERCUSMACROCARPA,Morton Prairie Restoration,unlabeled section,V-010/15-16,ND
212-2011*6,-88.091735,41.816394,2011,z,Quercus macrocarpa,QUERCUSMACROCARPA,Morton Prairie Restoration,unlabeled section,V-010/41-24,ND
212-2011*7,-88.092031,41.816535,2011,z,Quercus macrocarpa,QUERCUSMACROCARPA,Morton Prairie Restoration,unlabeled section,V-011/95-45,ND
212-2011*8,-88.094561,41.816563,2011,z,Quercus macrocarpa,QUERCUSMACROCARPA,Morton Prairie Restoration,unlabeled section,W-018/29-56,ND
212-2011*9,-88.086957,41.811819,2011,z,Quercus macrocarpa,QUERCUSMACROCARPA,Morton Prairie Restoration,south savannah,E-2/30-70,ND
2386-26*1,-88.057699,41.816022,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,Q-82/90-96,ND
2386-26*10,-88.057721,41.816194,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-82/53-92,ND
2386-26*11,-88.05776,41.816231,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-82/67-82,ND
2386-26*12,-88.057727,41.81624,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-82/70-91,ND
2386-26*13,-88.057558,41.816069,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/06-35,ND
2386-26*14,-88.057651,41.816097,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/17-10,ND
2386-26*15,-88.057534,41.816114,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/22-42,ND
2386-26*16,-88.057565,41.816138,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/31-34,ND
2386-26*17,-88.057632,41.816166,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/42-16,ND
2386-26*18,-88.057667,41.816204,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/56-07,ND
2386-26*19,-88.057576,41.816225,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/63-32,ND
2386-26*20,-88.057639,41.816234,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/67-15,ND
2386-26*21,-88.057676,41.816247,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/72-05,ND
2386-26*22,-88.05768,41.816269,1926,u,Quercus macrocarpa,QUERCUSMACROCARPA,North Forestry Plot,south side,R-83/80-04,ND
